,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2017-04-17,0.577,153,229,1887,50%,52%,37.89%,38.73%,34.27%,12702,1469,49193,13,6,4279,2345,1985,360,674,7261,500,1078,21876,25565,585,963,13871,3548,597,18,5,3777,1431,1186,245,715,0,0,0,577850
2017-04-18,0.5,197,281,3932,45%,43%,39.24%,38.37%,41.41%,5998,1518,120424,13.8,5.6,13927,5727,4440,1287,2222,20525,500,3037,56098,59067,1951,2660,35944,7950,2059,87,37,8749,3433,2396,1037,2504,0,0,0,1722528
2017-04-19,0.498,202,322,3828,45%,41%,40.68%,39.27%,44.37%,6910,1539,124277,14.5,6.4,15077,5632,4257,1375,2335,21424,500,2857,62218,56867,2067,2531,41008,7890,1977,71,33,8590,3494,2442,1052,2371,0,0,0,1739119
2017-04-20,0.512,207,308,3690,42%,40%,41.63%,40.36%,44.83%,8602,1947,132289,15.2,6.1,15107,5857,4441,1416,2337,21053,500,3519,65755,60678,2072,2755,43437,7914,2005,93,42,8689,3617,2512,1105,2465,0,0,0,1798160
2017-04-21,0.519,190,274,3461,46%,43%,39.46%,37.88%,43.52%,18496,2020,140600,18.5,6.1,12931,4781,3622,1159,1949,18799,500,2271,84431,51949,1748,2016,66076,7000,1791,58,21,7587,2994,2070,924,2123,0,0,0,1439188
2017-04-22,0.561,157,191,1777,49%,52%,37.4%,37.5%,36.93%,11419,5277,73873,20.3,12.2,7805,2268,1923,345,854,6902,500,933,48914,23172,761,816,41477,3438,544,32,10,3639,1361,1125,236,639,0,0,0,571171
2017-04-23,0.493,99,199,4497,59%,53%,26.58%,25.98%,31.47%,16461,1155,87138,11.3,4.8,4058,3320,2967,353,1218,12693,500,1109,42336,42475,1082,985,26298,7360,701,20,5,7686,2043,1779,264,839,0,0,0,758306
2017-04-24,0.502,151,262,8253,49%,42%,33.43%,31.17%,41.63%,13017,3494,232218,13.8,5.5,20054,8989,7100,1889,3955,35508,500,3614,99344,125305,3544,3192,60778,15438,2936,95,28,16775,5608,4097,1511,3630,0,0,0,2534422
2017-04-25,0.517,172,258,6241,44%,42%,41.25%,40.46%,43.66%,10193,2245,201351,14.1,5.7,20019,9270,7261,2009,4849,30835,500,3624,87059,105819,4267,3157,55224,13097,2839,100,40,14241,5874,4349,1525,3493,0,0,0,2454251
2017-04-26,0.516,185,278,5096,43%,41%,42.11%,41.35%,44.16%,11909,1596,165866,14,5.5,17553,7886,6069,1817,4137,26455,500,3179,74716,83834,3562,2770,48232,10778,2600,88,37,11826,4980,3571,1409,3191,0,0,0,2190824
2017-04-27,0.479,181,251,4539,44%,41%,41.3%,40.03%,44.49%,12865,2471,155902,15,5.8,17141,7016,5337,1679,3050,23878,500,3055,71412,78385,2695,2662,46629,9559,2461,78,33,10426,4306,2989,1317,2960,0,0,0,1891661
2017-04-28,0.495,192,261,3787,44%,43%,42.15%,41.05%,44.94%,7338,1563,133195,15.4,5.4,13128,6007,4610,1397,2333,22021,500,2925,60620,67317,2067,2467,38671,7964,2056,66,28,8655,3648,2550,1098,2443,0,0,0,1658427
2017-04-29,0.611,150,202,2269,52%,52%,38.09%,37.24%,41.51%,8774,1168,60156,13.9,5.2,4474,2831,2332,499,909,8344,500,1152,28444,29651,787,955,19669,4024,687,36,10,4340,1653,1296,357,860,0,0,0,650187
2017-04-30,0.524,149,203,2303,52%,52%,38.78%,38.16%,41.37%,10647,573,59307,13.4,4.6,3989,2962,2443,519,1009,8418,500,1260,29019,28019,883,1027,19435,4122,699,23,9,4440,1722,1365,357,863,0,0,0,663094
2017-05-01,0.512,161,239,2417,48%,44%,40.33%,39.35%,44.09%,11135,1908,71058,14.1,6,6291,3417,2801,616,1409,10074,500,1583,32928,35138,1224,1375,22190,4663,835,27,8,5031,2029,1570,459,1041,0,0,0,809982
2017-05-02,0.481,199,309,4345,43%,41%,42.51%,41.36%,45.38%,7542,6306,153846,15.4,7.9,22511,6988,5211,1777,2614,24008,500,3633,68550,79049,2298,3016,44663,9092,2310,96,41,10005,4253,2960,1293,2849,0,0,0,1991488
2017-05-03,0.485,185,266,4417,44%,42%,41.08%,39.61%,44.93%,22088,1327,150621,15.1,5.4,14853,6800,5245,1555,2476,23059,500,3569,69767,74808,2238,3040,43422,9147,2250,92,35,9996,4106,2869,1237,2753,0,0,0,1850378
2017-05-04,0.479,184,267,4314,45%,42%,42.4%,41.27%,45.35%,6721,1439,135886,14.2,5.1,13441,6858,5267,1591,2279,22221,500,3318,67834,62455,2028,2853,43969,8797,2212,97,41,9588,4065,2864,1201,2648,0,0,0,1767698
2017-05-05,0.476,191,253,3856,45%,44%,40.65%,39.12%,44.48%,7629,1497,135714,16,5.6,13637,6049,4619,1430,1997,21673,500,2856,64751,66110,1783,2412,44106,7789,2015,82,34,8487,3450,2371,1079,2426,0,0,0,1621708
2017-05-06,0.525,163,237,1987,49%,48%,38.33%,37.85%,40.3%,11924,5158,62291,15.3,10.2,8210,2755,2284,471,953,8481,500,1235,32462,27641,844,1072,22387,3820,668,28,4,4075,1562,1238,324,804,0,0,0,663666
2017-05-07,0.541,113,180,3581,55%,50%,32.28%,31.63%,36.25%,17090,1647,83999,12.9,5.4,4938,3507,3018,489,1192,11510,500,1303,41137,40367,1062,1103,26824,6242,800,20,5,6518,2104,1773,331,913,0,0,0,738453
2017-05-08,0.593,148,289,4980,49%,40%,33.55%,31.72%,40.92%,20583,7255,137311,13.6,8,16013,5862,4614,1248,2507,19905,500,2293,59528,72983,2245,1951,37091,9202,1507,41,15,10074,3380,2558,822,2009,0,0,0,1487946
2017-05-09,0.57,168,261,6281,46%,41%,33.7%,31.45%,40.38%,11439,2597,175996,12.9,5.7,19632,7663,5809,1854,4200,29881,500,3570,83457,84769,3722,3109,55297,12547,2780,93,38,13669,4606,3219,1387,3435,0,0,0,2291866
2017-05-10,0.519,196,288,4738,44%,40%,39.12%,37.19%,43.74%,8410,2937,173318,15.9,6.7,21593,7528,5593,1935,2941,26155,500,3789,84749,81839,2600,3237,60006,9844,2587,103,39,10882,4257,2853,1404,3210,0,0,0,2130848
2017-05-11,0.498,154,244,6354,45%,41%,36.18%,34.13%,42.87%,15437,1515,190237,13.6,5.1,16804,8248,6488,1760,3128,30978,500,4323,87791,94995,2809,3844,54643,13063,2733,89,33,14022,5073,3664,1409,3287,0,0,0,2166132
2017-05-12,0.499,179,260,4791,46%,43%,37.59%,35.46%,43.48%,19130,2290,157313,15.2,5.9,16334,6609,5042,1567,2338,25214,500,3274,72811,78890,2104,2927,47821,9582,2277,84,36,10360,3894,2700,1194,2746,0,0,0,1849385
2017-05-13,0.729,153,211,2297,50%,49%,34.39%,33.86%,36.71%,22241,1973,67187,14.8,5.9,5049,2618,2186,432,946,8748,500,1324,32627,32289,858,1142,22676,4263,709,17,4,4553,1566,1254,312,850,0,0,0,696403
2017-05-14,0.562,168,252,2009,48%,47%,38.34%,38.3%,38.5%,13567,2839,59929,14.3,7.5,6624,2696,2215,481,968,8410,500,1276,29012,28673,846,1124,20256,3921,726,28,10,4189,1606,1268,338,878,0,0,0,703668
2017-05-15,0.519,193,275,4276,45%,42%,40.71%,39.47%,43.94%,10307,1964,152133,15.9,5.8,15479,6706,5152,1554,2428,22193,500,3194,72300,74211,2126,2768,48108,8790,2200,87,36,9541,3884,2720,1164,2649,0,0,0,1837955
2017-05-16,0.509,184,279,4119,44%,39%,40.21%,38.18%,45.73%,8458,1576,143815,15.3,5.4,13694,6444,4951,1493,2186,21771,500,3245,67002,71382,1941,2858,45552,8689,2148,70,26,9418,3787,2630,1157,2530,0,0,0,1732478
2017-05-17,0.502,175,262,4430,47%,44%,38.86%,36.79%,44.41%,13185,1541,139014,14.9,5.1,13004,6368,4974,1394,1917,21418,500,3097,64064,69936,1736,2711,42092,8644,2130,56,21,9350,3633,2508,1125,2533,0,0,0,1640488
2017-05-18,0.483,181,266,4610,46%,44%,40.29%,38.34%,45.72%,11134,1626,144606,14.4,5.3,13877,7243,5634,1609,2455,22949,500,3633,66402,72116,2121,3058,43967,9273,2224,76,24,10028,4040,2832,1208,2642,0,0,0,1818315
2017-05-19,0.518,181,252,3933,46%,43%,39.58%,37.7%,44.68%,9340,1373,120062,13.9,5.1,11821,5995,4616,1379,2040,20571,500,2831,58507,56684,1783,2443,38211,7961,1967,55,23,8618,3411,2373,1038,2323,0,0,0,1558702
2017-05-20,0.546,154,238,2090,48%,49%,37.01%,36.33%,40.16%,8235,2006,63532,14.5,6.9,5329,3092,2572,520,927,8644,500,1395,29555,31655,807,1177,20074,4148,656,29,8,4375,1619,1309,310,772,0,0,0,675667
2017-05-21,0.538,152,267,2085,48%,48%,38.31%,37.76%,40.69%,13736,3200,60328,14,8.6,6938,3015,2426,589,882,8475,500,1410,28916,29120,777,1210,18945,4070,689,25,10,4317,1654,1324,330,811,0,0,0,658100
2017-05-22,0.471,189,277,4545,46%,42%,38.99%,37.66%,42.49%,10354,1582,141723,14.2,5.4,14873,7000,5424,1576,2143,23183,500,3486,64787,71307,1912,2915,41008,9152,2299,83,28,9972,3888,2722,1166,2744,0,0,0,1880967
2017-05-23,0.507,176,263,4707,44%,42%,41.94%,41.66%,42.67%,6925,645,153781,14.4,4.6,13451,7258,5657,1601,2918,23684,500,3504,71936,75423,2627,2951,46286,9788,2377,91,27,10697,4486,3241,1245,2918,0,0,0,1883150
2017-05-24,0.467,172,254,4419,44%,42%,40.51%,39.29%,44.03%,6551,3168,140196,14.1,6,15388,6608,5198,1410,2770,21909,500,2987,66566,67873,2424,2567,40887,9230,2155,68,22,9938,4026,2901,1125,2555,0,0,0,1714189
2017-05-25,0.689,155,246,1999,47%,46%,39.93%,39.56%,41.62%,9160,1195,57679,13.4,5.5,4239,2821,2375,446,1225,8278,500,1086,27292,28076,1066,946,17454,4060,675,27,4,4290,1713,1390,323,776,0,0,0,664042
2017-05-26,0.496,161,272,2345,47%,47%,38.44%,37.9%,40.35%,5980,2153,67060,13.5,7.5,8281,3210,2607,603,1273,12020,500,1384,33450,30953,1142,1193,21994,4628,906,38,14,4974,1912,1469,443,1098,0,0,0,800288
2017-05-27,0.577,163,269,1591,49%,46%,37.05%,36.41%,39.84%,12240,1647,43489,13.4,7.2,4376,2085,1704,381,775,6221,500,899,20526,21289,702,791,13385,3062,495,15,7,3255,1206,963,243,610,0,0,0,531169
2017-05-28,0.591,151,249,2119,52%,48%,35.39%,35.5%,34.84%,15221,742,55572,13.5,4.5,3275,2512,2141,371,912,7624,500,1048,30319,23293,808,921,17286,3887,612,18,5,4109,1454,1200,254,729,0,0,0,620602
2017-05-29,0.503,180,265,4291,45%,42%,40.4%,38.81%,44.9%,11521,1511,137901,14.3,5.6,14173,6713,5170,1543,2249,22080,500,3464,63030,69158,1981,2889,40151,8924,2110,70,22,9640,3895,2763,1132,2521,0,0,0,1730383
2017-05-30,0.49,179,281,4491,45%,41%,40.25%,38.81%,44.25%,8356,2228,139533,14.1,6.4,16662,6659,5108,1551,2524,22456,500,3487,65121,68401,2248,2888,41902,9186,2212,81,33,9916,3991,2832,1159,2619,0,0,0,1772864
2017-05-31,0.493,185,272,4249,44%,42%,41.53%,40.03%,45.56%,7568,1840,143287,14.8,5.6,14508,6599,5099,1500,2318,22097,500,3362,66536,71071,2047,2794,43465,8870,2202,102,29,9659,4011,2822,1189,2610,0,0,0,1790081
2017-06-01,0.513,186,278,4125,46%,44%,39.56%,37.92%,43.83%,12676,1521,129731,14.5,6.2,15268,6419,4949,1470,2163,20398,500,2876,61881,62811,1928,2488,41433,8248,2088,80,33,8962,3545,2459,1086,2478,0,0,0,1665318
2017-06-02,0.494,195,298,3542,46%,41%,40.84%,38.88%,45.76%,8079,2506,114231,14.7,6.3,13965,5550,4136,1414,1741,19420,500,2560,54636,55294,1553,2206,36064,7112,1833,63,31,7749,3165,2151,1014,2216,0,0,0,1514865
2017-06-03,0.547,189,368,1829,48%,46%,37.86%,37.83%,37.99%,11130,2411,56717,15,8.4,6206,2523,2083,440,808,8068,500,1154,26945,27810,707,1009,18376,3504,574,33,9,3772,1428,1148,280,737,0,0,0,711443
2017-06-04,0.542,155,248,1873,48%,47%,36.93%,36.56%,38.67%,12493,2870,57985,15,8.7,5874,2607,2107,500,726,7397,500,1098,25453,30708,656,955,16950,3658,572,21,8,3864,1427,1166,261,675,0,0,0,600253
2017-06-05,0.555,157,288,2727,49%,43%,37.57%,36.02%,43.71%,8218,1319,73884,13.2,5.3,6030,3476,2776,700,1341,10734,500,1524,33157,37862,1176,1363,21955,5243,948,30,11,5595,2102,1609,493,1128,0,0,0,880756
2017-06-06,0.52,186,290,4539,46%,42%,40.36%,39.01%,44.06%,9903,1296,140566,14.1,5.2,13861,6950,5438,1512,2378,21907,500,3146,64007,71035,2110,2741,41985,9178,2210,75,38,9971,4024,2849,1175,2667,0,0,0,1853529
2017-06-07,0.482,182,297,4445,46%,42%,40.77%,39.46%,44.32%,7299,2800,138107,14.2,6.2,16283,6735,5191,1544,2313,21564,500,3293,65664,66837,2058,2844,42961,8973,2191,64,30,9740,3971,2809,1162,2622,0,0,0,1777191
2017-06-08,0.485,181,264,4215,46%,44%,40.66%,38.9%,45.36%,10934,1122,135757,14.7,5.5,13957,6753,5278,1475,2152,20841,500,3014,64980,65611,1916,2630,44268,8527,2103,73,26,9240,3757,2614,1143,2520,0,0,0,1675678
2017-06-09,0.56,180,283,3697,46%,42%,39.97%,38.42%,44.24%,9674,2288,118521,14.7,6.1,13135,5453,4239,1214,1827,19253,500,2616,55634,58444,1638,2247,36734,7467,1805,62,25,8062,3222,2277,945,2136,0,0,0,1450842
2017-06-10,0.589,166,272,1907,49%,45%,36.82%,36.28%,39.33%,5844,2675,55778,14.3,8.1,5579,2573,2146,427,1002,7569,500,1116,26212,27448,882,943,18146,3685,560,25,8,3900,1436,1165,271,689,0,0,0,645977
2017-06-11,0.551,109,242,4028,56%,50%,33.17%,32.54%,37.24%,24112,3917,83469,11.5,7.6,7385,3977,3442,535,1363,12228,500,1610,38460,42036,1222,1305,21880,6910,818,17,5,7238,2401,2039,362,972,0,0,0,790042
2017-06-12,0.546,171,266,5321,46%,41%,39.96%,38.57%,43.65%,8284,1593,165404,14.3,4.9,15609,7695,6006,1689,2862,24962,500,3240,73945,85357,2555,2840,48561,10561,2537,84,30,11581,4628,3240,1388,3180,0,0,0,1975163
2017-06-13,0.496,194,279,4355,45%,40%,39.81%,38.27%,43.66%,15882,1846,148429,15.3,5.9,16426,6956,5278,1678,2380,22748,500,3129,66083,76837,2098,2686,43076,8947,2300,85,37,9731,3874,2662,1212,2776,0,0,0,1890469
2017-06-14,1.107,187,276,4367,42%,42%,40.9%,40.11%,43.32%,10414,1978,153238,14.6,5.7,14742,6938,5562,1376,3356,23605,500,2870,70765,76247,2940,2527,43386,9717,2169,82,29,10461,4279,3158,1121,2588,0,0,0,1958656
2017-06-15,0.919,168,275,4419,41%,41%,40.81%,39.8%,44.13%,14560,2025,155777,14.4,5.8,14588,6965,5529,1436,3566,23277,500,2805,72695,76711,3172,2432,43528,10096,2112,70,26,10824,4417,3304,1113,2522,0,0,0,1823799
2017-06-16,0.532,176,271,4021,41%,42%,40.17%,39.51%,42.33%,11785,3137,143508,14.7,6.5,14964,6375,5091,1284,3318,23109,500,2507,69856,67827,2969,2120,42729,9168,1958,74,31,9780,3929,2958,971,2294,0,0,0,1723211
2017-06-17,0.571,127,175,2253,41%,48%,36.77%,37.13%,34.63%,14783,1385,79697,14.5,5.1,4055,3002,2640,362,2084,10149,500,835,38212,38566,1831,760,22199,5235,675,23,6,5494,2020,1744,276,797,0,0,0,696768
2017-06-18,0.495,104,168,3591,45%,50%,34.04%,33.91%,34.92%,17769,4498,99294,12.4,7.3,7645,3797,3294,503,2923,13841,500,1039,47374,47958,2572,895,23863,7619,911,20,8,7985,2718,2352,366,1048,0,0,0,831513
2017-06-19,0.422,126,238,8114,38%,41%,38.45%,37.61%,42.45%,18263,4169,273564,12.8,5.5,20274,11274,9327,1947,9666,40178,500,2937,125117,135844,8693,2552,60495,20207,3103,87,34,21370,8216,6647,1569,3696,0,0,0,2683638
2017-06-20,0.493,170,256,4731,41%,43%,40.78%,40.07%,42.82%,17418,2525,169246,14.8,6.2,18161,7244,5671,1573,4011,24852,500,2748,76874,85613,3526,2423,45884,10573,2455,68,24,11402,4650,3388,1262,2947,0,0,0,1936925
2017-06-21,0.675,159,254,4834,44%,43%,35.86%,34.4%,40.8%,16094,2922,158532,14.3,5.8,14709,6469,5181,1288,3029,24190,500,2555,71199,81749,2715,2217,45307,10424,2173,65,27,11075,3972,2937,1035,2537,0,0,0,1761273
2017-06-22,0.679,178,290,4234,44%,43%,38.81%,37.13%,43.52%,25264,4136,167695,17.4,6.9,17577,6022,4640,1382,2805,21207,500,2755,93491,68644,2494,2442,69504,8900,2111,75,42,9649,3745,2641,1104,2537,0,0,0,1716474
2017-06-23,0.501,181,250,3456,44%,44%,39.12%,37.87%,42.53%,8645,2018,140374,18,6.4,13406,5066,3901,1165,2020,18590,500,2356,77053,58945,1813,2087,58840,7209,1749,76,32,7788,3047,2156,891,2095,0,0,0,1412783
2017-06-24,0.569,155,213,1574,48%,50%,37.47%,37.43%,37.62%,11473,1065,56794,17.3,6.4,4074,2103,1755,348,812,6329,500,841,32971,22170,694,749,24920,3082,495,23,8,3288,1232,992,240,638,0,0,0,510950
2017-06-25,0.535,137,158,1694,49%,55%,37.17%,38%,33.44%,11534,2821,52945,15.2,8,5072,2282,1994,288,764,6495,500,919,30003,21259,677,805,19968,3291,534,17,4,3479,1293,1080,213,637,0,0,0,477131
2017-06-26,0.485,176,248,4143,45%,43%,39.33%,38.14%,42.54%,9169,2194,131933,14.4,5.6,13889,6327,4971,1356,2177,20007,500,2916,64772,62068,1914,2588,44177,8478,2115,63,28,9178,3610,2550,1060,2492,0,0,0,1619061
2017-06-27,0.517,178,259,3949,46%,44%,40.79%,39.51%,44.07%,10793,1051,129880,15.1,5.2,12547,5932,4614,1318,1987,19659,500,2887,60989,64017,1777,2532,41189,7871,1993,47,21,8603,3509,2446,1063,2412,0,0,0,1535516
2017-06-28,0.53,171,261,3958,47%,44%,38.71%,37.07%,42.94%,7837,2646,120478,14.3,5.9,13803,5653,4375,1278,1820,18330,500,2668,60626,55364,1595,2325,40998,7692,1924,64,22,8448,3270,2258,1012,2357,0,0,0,1448165
2017-06-29,0.5,175,262,3901,46%,44%,38.55%,37.57%,41.22%,6687,1043,127481,14.9,5.4,12316,5885,4658,1227,1857,18894,500,2724,62704,60196,1677,2454,44190,7822,1872,73,28,8539,3292,2344,948,2300,0,0,0,1495085
2017-06-30,0.541,166,233,3421,47%,44%,37.68%,36.69%,40.52%,11846,961,104382,14.2,5.1,9657,4793,3835,958,1479,17187,500,2320,50399,50184,1327,2044,34151,6803,1601,59,20,7340,2766,1994,772,1905,0,0,0,1220251
2017-07-01,0.599,148,240,1675,50%,51%,33.48%,33.39%,33.91%,5555,3127,46486,13.9,9.2,5322,2017,1721,296,581,6360,500,979,23008,21918,511,879,15629,3151,471,19,6,3342,1119,923,196,578,0,0,0,494082
2017-07-02,0.583,158,214,1687,50%,51%,36.64%,37.39%,33.39%,11553,716,47596,14,5.9,3726,2361,1992,369,696,6792,500,932,24292,21676,606,813,16943,3138,488,19,8,3390,1242,1030,212,635,0,0,0,534018
2017-07-03,0.59,168,250,3810,46%,42%,38.57%,37.39%,41.71%,13897,1132,115757,14,5.1,11484,5426,4243,1183,1688,18267,500,2671,55201,56197,1466,2336,36264,7628,1881,57,26,8252,3183,2244,939,2251,0,0,0,1388196
2017-07-04,0.645,174,246,3744,45%,43%,40.17%,39.21%,42.71%,7435,1084,117419,14.2,4.8,10840,5641,4438,1203,1842,18260,500,2931,55806,56840,1648,2518,38504,7589,1890,73,28,8247,3313,2341,972,2276,0,0,0,1432026
2017-07-05,0.803,179,282,3956,47%,44%,39.9%,39.4%,41.32%,7249,2798,119260,14.1,6.8,14900,5715,4520,1195,1758,20194,500,3168,58182,56152,1537,2811,38455,7777,1795,69,17,8464,3377,2466,911,2205,0,0,0,1515823
2017-07-06,1.395,182,287,4090,48%,46%,39.32%,38.3%,42.22%,5526,1446,112031,13.2,5.3,11809,5671,4396,1275,1835,18950,500,2609,55245,52342,1603,2291,35307,7843,1837,62,23,8501,3343,2407,936,2217,0,0,0,1543363
2017-07-07,1.122,177,292,3520,48%,44%,38.16%,37.05%,41.23%,9453,1548,99347,13.6,6,11615,4623,3595,1028,1455,17270,500,2408,50480,45004,1299,2092,33460,6783,1622,66,26,7304,2787,1992,795,1928,0,0,0,1296124
2017-07-08,0.627,148,185,1428,49%,55%,38.17%,38.84%,35.08%,8012,903,41467,14.3,5.1,2624,1956,1694,262,528,5329,500,872,21222,18845,456,761,15181,2739,431,24,5,2908,1110,929,181,516,0,0,0,429418
2017-07-09,0.657,131,194,1710,53%,56%,37.11%,37.59%,34.79%,12939,3240,42269,13,9.3,5091,2113,1835,278,596,5692,500,879,22071,18723,522,762,15159,3079,459,12,4,3244,1204,1013,191,549,0,0,0,425518
2017-07-10,1.003,187,313,4146,47%,43%,39.25%,37.79%,43.78%,13008,2397,122224,13.8,5.9,12655,5814,4605,1209,2038,19247,500,2916,57256,60014,1779,2549,36826,8210,1807,63,25,8857,3476,2533,943,2154,0,0,0,1653667
2017-07-11,1.272,171,329,4355,50%,44%,37.1%,35.66%,41.66%,1757,1757,31554,3.6,6.1,12879,4082,2983,1099,1776,21117,500,2734,23643,3401,1589,2384,15894,8147,1739,40,29,8774,3255,2378,877,2105,0,0,0,1503878
2017-07-12,1.072,141,297,5876,55%,49%,31.96%,30.29%,38.1%,2304,2304,31214,2.9,5.2,11839,4182,3130,1052,1911,23036,500,2723,23778,2802,1707,2388,16302,9945,1915,36,26,10650,3404,2535,869,2281,0,0,0,1497248
2017-07-13,0.956,177,311,3119,48%,45%,38.83%,38.13%,40.69%,1362,1362,21290,3.2,4.7,8425,3147,2298,849,1372,15325,500,2159,15891,1868,1210,1882,11046,6064,1501,29,16,6562,2548,1814,734,1804,0,0,0,1159482
2017-07-14,0.802,134,213,1457,52%,54%,36.36%,37.47%,31.66%,384,39,8827,3.2,3.2,1710,1362,1139,223,502,6624,337,819,6890,616,433,697,5379,2634,435,11,6,2800,1018,848,170,537,0,0,0,374898
2017-07-15,0.625,129,198,1260,53%,56%,37.17%,37.6%,35.07%,97,97,6418,2.7,3.9,1550,1170,977,193,426,4475,294,741,4739,512,366,637,3632,2251,341,8,5,2370,881,740,141,402,0,0,0,304605
2017-07-16,0.638,113,200,1409,51%,51%,37.9%,38.08%,37%,74,74,6944,2.5,3.2,1453,1352,1146,206,446,4870,308,836,5154,508,391,725,3975,2620,388,12,6,2749,1042,874,168,454,0,0,0,311612
2017-07-17,1.01,175,295,3382,47%,42%,40.32%,39.16%,43.38%,485,485,22833,3.2,4.5,8916,3588,2512,1076,1552,15848,500,2571,16478,2232,1354,2245,11929,6696,1659,31,21,7242,2920,2058,862,1987,0,0,0,1266523
2017-07-18,1.156,189,321,3384,45%,42%,40.19%,39.16%,42.93%,687,687,24734,3.3,4.9,9874,3619,2578,1041,1709,17528,500,2660,18176,2189,1540,2350,13025,6886,1682,31,24,7452,2995,2123,872,2031,0,0,0,1409775
2017-07-19,0.507,187,313,3600,45%,43%,41.76%,41.89%,41.37%,9885,742,505019,63,5.1,10381,9889,8811,1078,1794,18473,500,2684,218085,282456,1580,2345,135324,7293,1713,204,27,8017,3348,2512,836,2021,0,0,0,1502930
2017-07-20,0.527,194,314,3369,45%,45%,42.1%,41.4%,43.99%,12775,6901,223913,30,14.9,30118,6826,5491,1335,1680,17562,500,2576,99159,120498,1494,2274,67496,6782,1637,96,25,7466,3143,2254,889,2021,0,0,0,1450270
2017-07-21,0.518,188,305,2933,46%,44%,40.44%,39.54%,42.9%,5703,1522,91949,14.3,6.3,10850,4403,3495,908,1395,16678,500,2236,44673,43645,1233,1940,29133,5920,1434,55,18,6427,2599,1862,737,1718,0,0,0,1208577
2017-07-22,0.618,137,192,1490,54%,59%,35.47%,36.13%,31.89%,7906,1402,31251,11.2,6,2621,1704,1497,207,440,4664,500,806,15855,14150,388,712,10552,2662,380,15,2,2783,987,847,140,439,0,0,0,381093
2017-07-23,0.612,151,151,1526,50%,55%,40.33%,41.75%,31.9%,7136,461,36764,12,4.3,1902,2216,2008,208,551,5727,500,966,18364,16883,486,835,12238,2918,361,17,4,3067,1237,1096,141,442,0,0,0,464328
2017-07-24,0.514,183,267,3396,45%,45%,41.98%,41.4%,43.59%,8078,721,104435,14,5.4,10650,5205,4178,1027,1739,16792,500,2718,49316,50662,1516,2394,31451,6880,1629,51,20,7483,3141,2278,863,1980,0,0,0,1366953
2017-07-25,0.507,200,317,3409,45%,42%,41.28%,40.13%,44.5%,9199,1856,106771,14,6.9,13810,5419,4235,1184,1826,18790,500,2960,52954,49031,1601,2605,34544,7000,1639,59,21,7609,3141,2247,894,2009,0,0,0,1518305
2017-07-26,0.573,195,321,3229,45%,43%,40.36%,38.45%,45.64%,8525,2881,103870,14.5,6.6,12554,4834,3737,1097,1555,16371,500,2615,48104,51596,1381,2300,32367,6561,1538,49,23,7146,2884,2020,864,1893,0,0,0,1393998
2017-07-27,0.518,183,294,3097,45%,44%,41.5%,40.46%,44.39%,12510,2421,98017,14.4,6,10723,4764,3659,1105,1599,14728,500,2419,46406,47593,1408,2139,30186,6319,1521,41,14,6815,2828,2029,799,1800,0,0,0,1250398
2017-07-28,0.548,187,303,2735,47%,44%,40.09%,39.48%,41.71%,8397,2425,86050,14.7,6,9587,3941,3103,838,1332,14053,500,1975,43055,39688,1183,1734,28943,5374,1298,37,14,5852,2346,1682,664,1592,0,0,0,1093355
2017-07-29,0.665,148,176,1311,52%,59%,38.75%,39.92%,32.68%,8463,990,30944,12.2,5.4,2217,1662,1458,204,404,4613,500,758,15881,13901,344,682,10542,2402,328,18,7,2534,982,849,133,407,0,0,0,374558
2017-07-30,0.762,146,250,1118,51%,55%,37.25%,38.07%,33.06%,36735,1103,77728,35.1,6.2,2222,1246,1064,182,440,4111,500,622,71117,5549,377,548,6490,2090,302,10,6,2212,824,705,119,360,0,0,0,323547
2017-07-31,0.53,198,326,2931,44%,41%,41.78%,41.64%,42.17%,9039,1312,102554,15.5,6.4,10856,4935,3972,963,1544,15247,500,2567,50816,47627,1344,2265,36067,6044,1403,44,17,6597,2756,2037,719,1705,0,0,0,1308597
2017-08-01,0.507,209,345,3159,46%,43%,41.32%,40.32%,44.07%,11511,2203,97270,14.1,6.4,11673,4733,3649,1084,1519,15435,500,2598,47611,45542,1343,2238,32107,6280,1487,50,17,6876,2841,2034,807,1831,0,0,0,1434417
2017-08-02,0.498,203,359,2885,44%,41%,41.07%,40.11%,43.69%,14831,679,92732,14.3,6.1,10666,4517,3535,982,1420,15358,500,2636,43705,44971,1281,2254,29119,5951,1406,45,13,6494,2667,1909,758,1735,0,0,0,1316986
