,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2017-11-20,1.787,191,261,5503,45%,46%,42.21%,41.79%,43.42%,10805,1701,162704,13.4,4.8,14845,6526,4753,1773,2707,25015,500,4239,91424,64334,2348,3712,70116,11103,2572,76,32,12107,5110,3763,1347,3102,0,0,0,2310329
2017-11-21,2.055,194,253,5380,46%,47%,40.41%,40.14%,41.22%,8666,4990,156155,13.4,5.7,16656,6115,4616,1499,2460,24591,500,3866,88105,61724,2140,3353,67999,10699,2441,83,36,11639,4703,3497,1206,2926,0,0,0,2254251
2017-11-22,1.562,189,259,4878,45%,46%,40.28%,39.35%,42.89%,14813,4023,145413,13.4,5.2,14739,5606,4103,1503,2599,23522,500,3698,81488,57628,2242,3213,64184,9981,2385,107,39,10884,4384,3157,1227,2861,0,0,0,2055910
2017-11-23,1.428,179,233,4636,46%,46%,40.18%,39.9%,40.98%,5425,1983,100994,10.1,4.3,11063,5105,3788,1317,2236,21663,500,3449,56459,38850,1971,2962,44224,9261,2183,78,29,10007,4021,2955,1066,2601,0,0,0,1790653
2017-11-24,1.67,186,245,4060,46%,45%,41.12%,40.4%,43.12%,15179,3004,123908,13.9,4.8,11322,4660,3372,1288,1930,20052,500,2968,74676,44334,1676,2564,54358,8193,1965,93,39,8899,3659,2650,1009,2340,0,0,0,1656965
2017-11-25,1.582,174,232,2134,49%,54%,41.5%,42.84%,35.55%,6179,4807,132797,30.7,9.1,7280,2427,2053,374,747,8283,500,1387,70099,60564,671,1203,53260,4050,672,68,8,4330,1797,1514,283,796,0,0,0,752121
2017-11-26,1.979,155,212,2444,49%,49%,41.79%,41.94%,41.11%,6870,6856,87424,17.7,10.8,9940,2761,2279,482,913,9266,500,1552,47899,37060,784,1347,34808,4630,774,48,11,4949,2068,1691,377,917,0,0,0,769171
2017-11-27,6.834,218,292,4770,46%,46%,40.86%,40.52%,41.76%,4798,2647,109337,10.6,4.4,12699,5288,3796,1492,2505,21342,500,3454,67937,35441,2146,2944,53217,9397,2386,59,29,10320,4217,3021,1196,2864,0,0,0,2253367
2017-11-28,2.324,190,257,5155,45%,44%,41.33%,40.46%,43.95%,11786,3835,98428,8.7,5.5,15720,5675,4188,1487,2564,23293,500,3845,55955,36064,2249,3313,43550,10456,2394,64,29,11330,4683,3431,1252,2849,0,0,0,2151208
2017-11-29,11.189,216,308,4441,48%,47%,39.42%,38.42%,42.04%,10457,10457,145755,15.6,7.3,18596,4505,3199,1306,2061,17075,500,2870,80218,60606,1763,2426,59490,8493,2123,94,29,9321,3674,2597,1077,2562,0,0,0,2012108
2017-11-30,2.878,195,271,3957,46%,48%,41.25%,41.52%,40.53%,5340,5340,61997,7.2,5.7,13904,4419,3260,1159,2072,18432,500,2775,39225,17925,1817,2413,28826,7908,2040,59,32,8641,3564,2577,987,2435,0,0,0,1686728
2017-12-01,1.218,195,247,4067,45%,45%,39.92%,38.92%,42.61%,8307,8307,86013,9.6,6.9,16689,4421,3198,1223,2115,19986,500,2834,53414,27650,1855,2485,40406,8237,2014,88,22,8949,3572,2545,1027,2410,0,0,0,1745709
2017-12-02,1.122,178,230,1410,49%,55%,38.2%,39.15%,34.42%,5127,2000,47279,16.5,6.8,3936,1451,1198,253,540,5807,500,881,26751,19107,474,775,20539,2692,489,38,5,2872,1097,897,200,581,0,0,0,510912
2017-12-03,1.931,168,239,2132,49%,50%,41.27%,42.13%,37.39%,11661,57,62905,14.5,3.7,2899,2445,2032,413,839,9097,500,1387,37431,23248,734,1211,25382,4089,667,26,14,4352,1796,1501,295,789,0,0,0,732683
2017-12-04,2.175,193,265,4932,45%,44%,42.33%,41.56%,44.43%,3461,1031,94287,8.5,4.1,12120,5769,4176,1593,2793,23238,500,3616,56408,31470,2446,3148,44651,10128,2515,74,36,11029,4669,3349,1320,2971,0,0,0,2126176
2017-12-05,1.414,194,275,4975,45%,43%,40.64%,39.16%,44.87%,8285,7967,122813,11.2,7,19868,5523,4000,1523,2477,22880,500,3600,68184,48552,2177,3161,51677,10116,2410,100,34,10960,4454,3181,1273,2837,0,0,0,2124131
2017-12-06,3.203,202,265,4483,47%,47%,41.33%,40.93%,42.4%,5434,1361,65020,6.9,4,10442,4838,3491,1347,2153,19547,500,3046,40233,19588,1901,2612,31504,8661,2163,65,28,9469,3914,2801,1113,2625,0,0,0,1911713
2017-12-07,1.362,189,259,4487,46%,46%,40.51%,39.65%,42.7%,3664,2733,67378,7,4.5,12222,4830,3421,1409,2057,20691,500,3069,39160,23092,1765,2644,30518,8867,2275,73,39,9664,3915,2751,1164,2726,0,0,0,1822905
2017-12-08,0.483,178,242,4081,47%,46%,40.15%,39.05%,43%,440,93,27759,3.2,3.5,8509,4280,3038,1242,1903,19926,500,2735,20572,2549,1664,2335,15867,8050,2057,49,33,8743,3510,2466,1044,2428,0,0,0,1560560
2017-12-09,0.579,141,229,1930,50%,51%,38.94%,39.48%,36.59%,131,113,10649,2.7,3.4,2496,1914,1588,326,735,7612,500,1136,7858,920,634,974,5893,3662,616,16,10,3888,1514,1248,266,727,0,0,0,547056
2017-12-10,0.553,147,253,2372,49%,51%,40.32%,40.14%,41.07%,146,94,14098,2.9,3.9,3524,2540,2076,464,963,10167,500,1503,10523,1109,844,1322,8014,4516,741,19,7,4807,1938,1570,368,896,0,0,0,705902
2017-12-11,0.718,182,273,4969,46%,45%,40.51%,39.55%,43.15%,3238,153,42946,4,3.9,11101,5431,3883,1548,2429,23376,500,3490,30802,6225,2099,3050,23792,9841,2390,56,35,10693,4332,3100,1232,2855,0,0,0,1950308
2017-12-12,0.825,188,264,5030,46%,46%,41.8%,41.15%,43.58%,11331,3462,194459,17.8,5.5,15855,5676,4149,1527,2396,23579,500,3551,108930,79582,2106,3094,82068,10024,2426,105,31,10933,4570,3303,1267,2907,0,0,0,2058202
2017-12-13,0.643,178,248,4876,47%,47%,41.88%,41.6%,42.64%,14577,887,151214,14.5,4,11233,5619,4185,1434,2269,22606,500,3461,89757,55727,1967,2946,65952,9565,2373,68,23,10439,4372,3169,1203,2821,0,0,0,1854389
2017-12-14,0.747,186,271,4585,45%,44%,40.58%,39.78%,42.73%,18268,1012,198021,19.5,4.9,13470,5386,3864,1522,2191,22163,500,3414,113259,79157,1905,2962,87258,9300,2320,78,27,10135,4113,2934,1179,2759,0,0,0,1880350
2017-12-15,0.875,192,264,4073,46%,46%,41.69%,41.61%,41.88%,8393,2075,164222,18.4,4.9,12110,4979,3649,1330,2080,20899,500,3210,93009,65923,1806,2751,69549,8158,2062,65,22,8924,3720,2686,1034,2469,0,0,0,1713082
2017-12-16,0.723,170,271,2094,51%,53%,40.94%,40.94%,40.95%,13741,1572,91131,22,5.9,4991,2329,1820,509,737,8605,500,1317,54808,34269,655,1150,39814,3832,693,19,2,4140,1695,1351,344,840,0,0,0,702402
2017-12-17,0.797,160,262,2393,49%,50%,40.68%,40.89%,39.78%,14139,3649,132784,27,8.1,7462,2723,2251,472,894,10450,500,1624,84474,45792,786,1419,54659,4592,759,35,2,4911,1998,1632,366,920,0,0,0,783530
2017-12-18,1.158,186,263,5009,46%,45%,40.32%,39.13%,43.55%,14362,2348,220658,20.2,4.7,13792,5635,4025,1610,2358,23546,500,3777,121930,92593,2035,3297,88119,10028,2444,80,30,10933,4408,3126,1282,2944,0,0,0,2036780
2017-12-19,1.036,190,269,4512,45%,44%,42.64%,41.72%,45.1%,12200,5238,194739,19.3,6.1,16880,5693,4161,1532,2317,21536,500,3754,113624,75043,2022,3262,83392,9232,2282,69,28,10086,4301,3063,1238,2745,0,0,0,1915730
2017-12-20,0.811,182,239,4416,46%,46%,40.81%,40.73%,41.03%,23045,1265,180935,19,4.4,11556,5059,3754,1305,2203,19745,500,3220,102610,72902,1919,2817,76655,8744,2183,73,29,9527,3888,2822,1066,2598,0,0,0,1733378
2017-12-21,0.788,171,235,4201,47%,47%,41.76%,41.34%,42.92%,9632,1809,162202,18.1,4.4,10346,4912,3687,1225,1809,17782,500,3140,95540,61713,1562,2729,71148,8311,2005,67,26,8971,3746,2739,1007,2346,0,0,0,1531332
2017-12-22,0.633,171,227,3157,46%,47%,44.12%,44.4%,43.27%,9592,1585,118990,17.4,5.2,8881,3964,3029,935,1346,15394,500,2545,67791,47308,1191,2180,51086,6358,1473,58,25,6857,3025,2282,743,1717,0,0,0,1169475
2017-12-23,0.718,175,214,1621,50%,56%,45.62%,46.3%,42.72%,16019,1259,60828,18.6,7.1,4357,2055,1683,372,561,6333,500,1091,38902,20274,483,914,27421,3045,497,25,6,3268,1491,1227,264,618,0,0,0,572626
2017-12-24,0.657,181,246,1543,53%,54%,41.11%,41.29%,40.34%,14281,2918,54219,18.5,9.6,5120,1678,1376,302,441,5528,500,927,33240,19611,384,781,21325,2747,444,13,4,2926,1203,988,215,533,0,0,0,528711
2017-12-25,0.632,179,273,1544,51%,54%,46.77%,47.51%,42.8%,12806,4218,54712,18.1,12.7,5994,1872,1602,270,421,5569,500,965,32479,20847,362,863,22151,2858,393,15,6,3023,1414,1212,202,472,0,0,0,539863
2017-12-26,0.623,177,262,2881,48%,46%,44.6%,44.57%,44.72%,12610,3199,108214,18,7.5,9191,3687,2928,759,1108,11710,500,2159,66361,38586,975,1848,45300,5599,1019,33,14,6016,2683,2137,546,1221,0,0,0,1067322
2017-12-27,0.822,171,232,3255,47%,48%,43.77%,43.46%,44.95%,26001,4558,130325,18.7,7.2,10497,4300,3466,834,1447,14298,500,2607,75787,50484,1241,2239,52317,6478,1220,43,14,6971,3051,2397,654,1455,0,0,0,1190649
2017-12-28,0.561,170,254,3159,46%,44%,44.45%,44.1%,45.75%,7304,1833,75164,11,5.3,7817,3943,3110,833,1378,14013,500,2599,45218,25969,1219,2226,33776,6378,1245,40,15,6834,3038,2365,673,1471,0,0,0,1164862
2017-12-29,0.54,168,267,2830,47%,48%,41.68%,42.11%,40.19%,11178,2356,129744,21.5,5.8,7813,3417,2725,692,1167,13725,500,2164,74112,52301,1022,1836,51906,5631,1107,55,25,6048,2521,1984,537,1336,0,0,0,1018159
2017-12-30,0.659,152,203,1911,48%,54%,42.8%,43.36%,40.03%,10531,3222,104567,26.3,8.1,5419,2349,1975,374,637,7567,500,1292,60748,41890,552,1125,45807,3732,571,35,9,3977,1702,1433,269,672,0,0,0,605489
2017-12-31,0.57,145,148,1626,51%,57%,41.75%,43.21%,34.72%,14704,14704,67993,21.2,29.7,16427,1887,1613,274,643,6223,500,1018,40853,25479,579,860,27796,3034,471,14,8,3205,1338,1146,192,553,0,0,0,464348
