date,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2016-04-23,0.567,212,357,955,45%,45%,15.27%,16.36%,10.26%,15269,15269,34079,16.1,45.1,17144,638,515,123,489,4963,500,721,18420,14449,455,649,15018,1988,319,9,3,2122,324,285,39,380,0,0,0,450906
2016-04-24,0.544,189,336,1144,49%,49%,14.87%,15.59%,11.49%,8293,8293,31837,13.8,25.5,10449,753,572,181,540,4995,500,582,17634,13081,492,521,14480,2171,339,15,9,2314,344,297,47,409,0,0,0,437713
2016-04-25,0.478,193,336,2415,46%,40%,12.75%,12.68%,13%,8113,8113,71321,13.5,13.5,15606,1364,1084,280,1347,12663,500,1596,35705,32673,1201,1419,28134,4881,943,43,26,5279,673,523,150,1154,0,0,0,1016230
2016-04-26,1.229,179,307,2745,48%,43%,11.06%,11.77%,8.52%,16491,16491,66449,11.6,18.5,23235,1322,1041,281,1258,12644,500,1710,30242,33239,1117,1546,22158,5332,1040,35,24,5743,635,528,107,1256,0,0,0,1030354
2016-04-27,0.607,200,274,2311,46%,42%,12.39%,13.17%,9.98%,8077,1602,63153,12.6,6.9,8486,1318,1111,207,1285,12169,500,1543,29873,30452,1176,1393,20542,4595,1013,38,16,4997,619,497,122,1222,0,0,0,997861
2016-04-28,0.61,201,330,2201,46%,43%,12.52%,13.29%,10.16%,7671,5856,56409,11.8,11.2,13286,1155,907,248,1125,11516,500,1517,22005,31762,1028,1374,14821,4399,973,27,12,4769,597,477,120,1181,0,0,0,958197
2016-04-29,0.587,197,293,1843,45%,46%,12.82%,13.28%,11.33%,8388,5371,46048,11.3,10.9,10520,1062,842,220,953,9803,500,1318,20102,23675,880,1151,13751,3763,794,32,18,4073,522,413,109,962,0,0,0,800790
2016-04-30,0.651,209,404,1008,50%,51%,17.81%,18.89%,13.03%,13084,5164,36166,17.8,19.3,7245,656,541,115,417,4437,500,577,22401,12771,384,526,14244,1900,298,16,5,2033,362,313,49,376,0,0,0,424347
2016-05-01,0.659,173,317,1077,49%,53%,17.31%,18.14%,13.03%,6978,4155,31116,14.2,16.4,5788,729,622,107,421,4335,500,573,17089,13033,383,497,14194,2055,285,11,5,2189,379,333,46,353,0,0,0,379543
2016-05-02,0.603,201,304,2227,45%,39%,12.49%,12.9%,11.24%,14210,7547,77860,15.7,11.7,14139,1145,892,253,1215,11295,500,1557,46236,28852,1118,1381,38775,4574,1012,35,20,4955,619,483,136,1210,0,0,0,997461
2016-05-03,0.574,191,308,2398,47%,43%,11.76%,12.45%,9.66%,19211,5065,77822,15.3,9.6,12047,1160,918,242,1240,11826,500,1350,42637,32595,1117,1203,35318,4685,1013,36,17,5100,600,479,121,1252,0,0,0,973065
2016-05-04,0.51,185,295,2049,48%,44%,12.89%,13.45%,11.09%,7588,4214,50142,11.8,10,10103,1133,909,224,970,9515,500,1263,21418,26491,894,1115,15451,3947,836,37,18,4245,547,435,112,1010,0,0,0,784880
2016-05-05,0.583,183,328,1158,53%,52%,13.1%,13.33%,12.04%,8763,4173,24994,11.4,15.6,5943,577,438,139,483,4253,500,574,11669,12268,434,509,8964,2063,314,13,7,2198,288,242,46,382,0,0,0,403142
2016-05-06,1.291,196,366,1253,51%,46%,13.18%,13.62%,11.42%,6562,4732,25614,10.4,14.1,7038,683,518,165,564,5433,500,629,11687,12734,514,574,8360,2286,412,11,5,2459,324,267,57,499,0,0,0,481194
2016-05-07,0.756,186,379,872,50%,56%,15.44%,16.35%,10.62%,7695,7695,16187,9.4,31.5,8587,450,359,91,336,3328,500,423,7302,8126,303,385,4862,1635,236,3,2,1729,267,238,29,273,0,0,0,321439
2016-05-08,0.753,203,447,1081,51%,53%,14.55%,14.47%,14.97%,6942,6942,24365,11.6,27,9002,580,460,120,464,4315,500,551,8818,14532,418,488,5990,1992,283,14,6,2103,306,256,50,334,0,0,0,427729
2016-05-09,0.696,197,271,2417,46%,41%,12.33%,13.12%,9.94%,8315,200,57939,10.9,5.4,7118,1263,949,314,1321,12490,500,1577,22571,32470,1196,1427,14698,4806,1051,42,25,5303,654,524,130,1308,0,0,0,1045035
2016-05-10,0.571,186,292,2006,45%,42%,12.87%,13.4%,11.06%,5426,436,56202,12.7,5.9,5963,1246,958,288,1138,10726,500,1325,22187,31552,1044,1206,15103,4107,855,41,16,4430,570,458,112,1013,0,0,0,824096
2016-05-11,0.491,206,314,2537,46%,43%,13.27%,13.7%,11.91%,10402,2815,64176,11.7,8,10583,1653,1263,390,1369,13710,500,1865,26668,34274,1223,1648,17519,5061,1107,45,23,5463,725,568,157,1318,0,0,0,1127966
2016-05-12,0.51,201,295,2505,47%,42%,13%,13.53%,11.24%,4361,425,60911,11.5,7.2,8789,1484,1156,328,1249,12822,500,1646,25622,32394,1146,1475,17800,4940,994,48,23,5315,691,554,137,1219,0,0,0,1065840
2016-05-13,0.619,194,306,2082,47%,44%,12.24%,12.77%,10.58%,7109,3726,50100,11.3,8.7,9329,1144,881,263,1082,10626,500,1310,20058,27650,986,1159,13478,4086,912,31,17,4420,541,427,114,1077,0,0,0,856072
2016-05-14,0.645,195,333,948,49%,51%,15.32%,16.04%,11.64%,6380,3378,20237,10.5,14.7,4667,643,519,124,386,3938,500,509,8970,10372,355,457,6188,1835,279,11,5,1926,295,258,37,318,0,0,0,374972
2016-05-15,0.678,186,395,1201,55%,55%,14.08%,14.78%,10.34%,15674,15674,22398,10.2,48.8,16982,596,431,165,440,4541,500,549,8544,12865,415,487,5557,2038,280,8,4,2195,309,273,36,348,0,0,0,407789
2016-05-16,0.675,194,389,1461,49%,47%,14.01%,14.55%,11.6%,21801,21801,35152,11.8,45.3,24587,933,591,342,688,6732,500,811,13482,20171,639,737,8859,2803,458,6,4,2976,417,354,63,543,0,0,0,578547
2016-05-17,0.658,192,296,2503,47%,42%,12.13%,12.88%,9.83%,13569,4694,60933,11.4,9.3,12245,1311,1025,286,1387,12066,500,1502,26656,31388,1259,1356,18109,4934,1117,32,19,5352,649,519,130,1322,0,0,0,1029451
2016-05-18,0.745,185,301,2444,46%,42%,12.04%,12.76%,9.71%,7684,6510,62415,11.8,10.9,13686,1317,1008,309,1336,12378,500,1535,27247,32297,1223,1403,18433,4885,1054,34,21,5276,635,513,122,1257,0,0,0,974431
2016-05-19,0.673,176,329,2962,51%,40%,22.12%,25.03%,11.12%,4430,3467,61127,10.6,8.8,10694,1951,1685,266,1195,12472,500,1481,26643,31808,1094,1329,19246,5404,1020,39,24,5792,1281,1146,135,1214,0,0,0,1019981
2016-05-20,0.693,192,279,2052,45%,41%,13.79%,13.87%,13.56%,9827,1728,54110,12,6.8,7513,1321,1014,307,1123,10811,500,1473,22870,28644,1024,1319,16244,4209,945,43,21,4524,624,474,150,1106,0,0,0,869165
2016-05-21,0.803,199,423,996,51%,49%,15.17%,16.18%,10.57%,12324,12324,24495,12.6,39.8,13936,523,430,93,417,4051,500,479,11978,11621,387,431,9233,1820,287,9,5,1945,295,258,37,350,0,0,0,387470
2016-05-22,0.763,176,318,1170,50%,51%,17.67%,18.54%,13.35%,6518,6518,27539,11.7,20.4,8111,771,647,124,599,4805,500,630,12933,13377,556,563,9629,2224,320,12,4,2360,417,364,53,397,0,0,0,415787
2016-05-23,0.638,185,290,2574,47%,40%,14.4%,15.24%,11.41%,10757,5976,64734,11.8,9.7,11789,1515,1249,266,1354,12187,500,1542,25584,36254,1231,1382,17682,5126,1041,40,20,5508,793,654,139,1218,0,0,0,1021349
2016-05-24,0.637,188,291,2541,45%,41%,13.85%,14.75%,10.94%,9405,1751,66007,11.8,7.8,10305,1602,1249,353,1485,13278,500,1678,27596,35248,1344,1497,19097,5154,1079,37,20,5596,775,630,145,1326,0,0,0,1051144
2016-05-25,0.627,201,321,2425,46%,44%,13.84%,14.55%,11.57%,9874,9874,62563,11.9,14.1,17514,1484,1153,331,1279,12566,500,1655,27175,32454,1191,1466,18425,4867,1038,44,22,5266,729,585,144,1245,0,0,0,1057277
2016-05-26,0.692,188,285,2551,48%,42%,13.1%,13.79%,10.85%,6487,1434,66063,12.5,7.6,9588,1451,1144,307,1330,12214,500,1464,27784,35485,1197,1279,19479,4879,1040,60,31,5292,693,557,136,1254,0,0,0,994885
2016-05-27,0.62,205,347,2143,47%,42%,13.12%,13.93%,10.64%,5484,3188,56842,12.6,9.2,10239,1102,873,229,1170,10785,500,1363,23086,31223,1036,1203,16066,4158,927,41,23,4520,593,474,119,1118,0,0,0,927773
2016-05-28,0.744,190,366,923,50%,50%,17.42%,18.21%,13.81%,4918,4918,19242,10.4,22.1,7354,618,484,134,415,3769,500,474,9401,8952,363,419,7010,1738,283,14,7,1854,323,277,46,333,0,0,0,351701
2016-05-29,0.698,142,237,1303,53%,51%,17.04%,16.85%,18.05%,121,66,7181,2.9,4,1603,684,543,141,497,5059,328,644,5476,564,464,578,4279,2340,347,10,6,2453,418,346,72,399,0,0,0,347590
2016-05-30,0.653,166,302,2683,48%,45%,13.57%,14.13%,11.81%,202,202,18511,3.3,4.8,6398,1199,934,265,1384,12396,500,1628,13203,2296,1248,1461,10129,5143,1089,33,27,5584,758,600,158,1338,0,0,0,926179
2016-05-31,0.58,159,307,3164,50%,42%,12.88%,13.88%,9.29%,164,164,20304,3.2,4.7,6435,1212,1004,208,1343,13817,500,1851,14720,2390,1241,1655,11155,5886,1131,29,26,6306,812,684,128,1378,0,0,0,1003194
2016-06-01,0.738,155,279,3045,51%,44%,10.92%,11.28%,9.67%,156,156,18405,3.1,4.6,6159,1016,783,233,1314,12594,500,1636,13476,1979,1200,1434,10409,5507,1091,34,29,5934,648,519,129,1334,0,0,0,921126
2016-06-02,0.622,159,286,2903,50%,45%,10.36%,10.94%,8.35%,268,268,18587,3.2,4.6,5948,905,741,164,1219,12523,500,1878,13290,2200,1098,1652,10196,5387,1082,24,19,5773,598,489,109,1305,0,0,0,916394
2016-06-03,0.532,178,268,2323,49%,43%,10.79%,11.39%,8.91%,120,76,15840,3.3,4.3,4927,794,637,157,1020,10602,500,1411,11274,2135,942,1265,8538,4410,937,18,11,4755,513,411,102,1145,0,0,0,846242
2016-06-04,0.508,139,295,1161,54%,49%,13.98%,14.07%,13.54%,135,135,6343,2.9,5.3,2037,466,350,116,370,4568,283,572,4891,510,345,517,3682,2030,316,5,5,2161,302,250,52,384,0,0,0,300282
2016-06-05,0.547,147,236,1229,52%,54%,14.14%,14.87%,10.88%,44,44,6476,2.8,3.8,1627,516,413,103,400,4502,381,541,4869,666,363,483,3833,2172,330,7,4,2348,332,285,47,432,0,0,0,344410
2016-06-06,1.136,181,313,2470,48%,41%,12.63%,13.25%,10.71%,112,112,18422,3.6,5.3,6708,1067,805,262,1294,12539,500,1591,13377,2160,1165,1405,10119,4763,1018,27,20,5180,654,518,136,1270,0,0,0,939766
2016-06-07,0.485,173,271,2582,47%,42%,12.33%,13.2%,9.54%,133,133,18343,3.4,4.5,5865,1104,860,244,1318,12278,500,1650,13089,2286,1174,1432,10056,5012,1048,31,24,5451,672,548,124,1300,0,0,0,942704
2016-06-08,0.5,165,266,2367,46%,43%,14.09%,16.04%,8.39%,90,90,17556,3.4,4.6,6083,1088,893,195,1223,11434,500,1675,12224,2434,1096,1468,9328,4728,1051,26,15,5151,726,616,110,1311,0,0,0,851617
2016-06-09,0.513,168,254,2274,47%,45%,12.87%,13.9%,9.95%,152,80,17003,3.5,4.7,5892,980,772,208,1094,11467,500,1498,12203,2208,1001,1318,9223,4449,1003,27,19,4871,627,501,126,1266,0,0,0,820005
2016-06-10,0.658,167,262,2042,48%,45%,11.99%,12.57%,10.37%,116,116,14111,3.3,4.5,5054,785,608,177,976,9567,500,1224,10123,1788,874,1090,7801,3914,907,18,13,4262,511,395,116,1119,0,0,0,710777
2016-06-11,0.587,174,327,1010,50%,52%,16.01%,17.86%,8.62%,76,76,6763,3.3,5.1,2089,509,436,73,435,4524,419,513,4896,919,396,463,3776,1866,307,4,4,2024,324,289,35,406,0,0,0,352951
2016-06-12,0.561,177,365,1271,49%,46%,16.5%,18.24%,10.37%,119,119,8668,3.4,5.7,3269,692,579,113,680,5676,500,765,6094,1129,617,663,4693,2320,387,9,6,2570,424,365,59,569,0,0,0,454361
2016-06-13,0.546,179,314,2612,47%,42%,12.53%,13.41%,9.99%,241,241,19891,3.6,5.3,7605,1214,855,359,1307,13251,500,1682,13948,2954,1195,1498,10637,5034,1119,27,17,5547,695,553,142,1422,0,0,0,992752
2016-06-14,0.614,175,268,2461,46%,42%,12.17%,13.12%,9.56%,168,168,18359,3.4,4.7,6625,1087,810,277,1333,12441,500,1616,13141,2269,1204,1421,9935,4850,1114,35,26,5340,650,514,136,1422,0,0,0,931940
2016-06-15,0.543,181,264,2363,47%,45%,12.37%,13.34%,9.66%,125,125,17424,3.5,4.6,6103,995,798,197,1255,11717,500,1494,12435,2240,1131,1317,9447,4595,1071,33,20,5035,623,495,128,1325,0,0,0,909216
2016-06-16,0.537,181,276,2313,47%,42%,12.21%,13.02%,9.6%,6406,84,57508,11.6,4.6,5372,1020,852,168,1235,10951,500,1318,24409,30546,1131,1188,16746,4545,949,66,23,4938,603,491,112,1167,0,0,0,891988
2016-06-17,0.486,185,251,2086,47%,44%,13.69%,14.07%,12.64%,7512,2340,75591,16.9,9.5,11274,1350,1038,312,1079,10313,500,1337,29560,43615,976,1205,20135,4106,963,65,27,4485,614,464,150,1187,0,0,0,830848
2016-06-18,0.567,192,413,1021,52%,59%,17.65%,18.46%,13.87%,13405,13405,25923,13.2,43.4,15028,734,502,232,350,4173,500,565,14128,10880,319,491,9773,1825,266,10,4,1960,346,298,48,346,0,0,0,376511
2016-06-19,0.566,197,381,959,51%,52%,17.05%,19.09%,8.54%,6414,5184,24394,13,19.4,7058,697,565,132,342,3936,500,502,14098,9452,320,447,10182,1758,292,11,6,1877,320,289,31,363,0,0,0,369721
2016-06-20,0.526,195,310,2426,46%,41%,13.3%,13.85%,11.6%,5886,3159,60669,11.4,8.5,11157,1432,1057,375,1346,12038,500,1572,26321,31430,1204,1394,17979,4882,1070,41,25,5317,707,555,152,1310,0,0,0,1034566
2016-06-21,0.472,191,284,2352,46%,42%,12.14%,12.84%,10.05%,12002,3755,58091,11.4,8.5,10780,1339,1043,296,1239,11561,500,1567,25475,29810,1118,1378,17221,4675,1015,36,16,5099,619,491,128,1274,0,0,0,971945
2016-06-22,0.483,183,275,2168,47%,46%,13.52%,14.46%,10.49%,7382,3245,49144,10.7,10,10910,1207,947,260,1163,10531,500,1409,23664,22908,1077,1261,15662,4249,884,27,14,4599,622,508,114,1087,0,0,0,840251
2016-06-23,0.513,195,310,2157,46%,43%,12.39%,13.36%,9.54%,6462,6462,54265,11.6,11,13023,1323,944,379,1209,11371,500,1452,24242,27362,1082,1313,16523,4283,976,37,14,4658,577,464,113,1184,0,0,0,909162
2016-06-24,0.459,201,311,1771,46%,38%,13.48%,14.39%,10.71%,6968,5289,45274,11.8,11.9,11292,1036,835,201,934,9155,500,1108,20621,22611,842,999,13874,3605,819,34,23,3849,519,417,102,952,0,0,0,774128
2016-06-25,0.541,213,407,861,52%,60%,14.58%,15.51%,10.33%,13116,13116,21157,12.7,48.6,14581,522,348,174,377,3549,500,409,10176,10195,353,363,7222,1549,240,7,4,1667,243,212,31,300,0,0,0,355132
2016-06-26,0.595,202,279,743,53%,54%,16.07%,17.04%,12.19%,6926,294,15461,11,6.1,1704,500,422,78,243,2851,500,360,7091,7767,227,324,4996,1289,204,8,2,1406,226,192,34,279,0,0,0,283574
2016-06-27,0.525,197,288,1949,46%,41%,12.51%,13.29%,9.95%,12452,285,50019,11.9,6,5875,1154,951,203,1063,10528,500,1347,20052,27557,979,1192,13113,3889,805,38,20,4219,528,431,97,975,0,0,0,831835
2016-06-28,0.57,203,303,2253,46%,42%,13.31%,14.45%,10.03%,6866,3540,60000,12.2,9.2,11621,1437,1040,397,1183,11738,500,1610,24540,32667,1086,1401,16988,4510,1045,51,23,4928,656,529,127,1266,0,0,0,998095
2016-06-29,0.598,199,322,2166,47%,44%,13.3%,14.32%,10.09%,8544,1724,51885,11.3,7.9,8778,1153,924,229,1158,10437,500,1424,20979,28324,1077,1253,13510,4266,917,43,24,4602,612,500,112,1110,0,0,0,914628
2016-06-30,0.507,190,306,2136,46%,44%,12.97%,14%,9.59%,6216,1745,52725,11.4,8.5,9173,1191,950,241,1065,10405,500,1391,21567,28702,969,1269,14778,4298,920,45,27,4634,601,497,104,1084,0,0,0,882007
2016-07-01,0.616,178,237,1828,47%,46%,14.65%,15.74%,11.16%,6615,788,42326,10.9,6.1,5647,1023,847,176,859,8136,500,1117,17044,23306,787,990,11704,3605,774,33,19,3870,567,464,103,923,0,0,0,687975
2016-07-02,0.676,190,235,841,51%,57%,18.64%,19.38%,14.72%,4754,826,15710,9.4,7.2,1920,557,471,86,327,3010,500,462,6853,8068,310,414,4734,1567,216,7,3,1663,310,271,39,265,0,0,0,315281
2016-07-03,0.62,203,536,904,50%,50%,15.29%,16.14%,11.15%,15881,15881,21309,11.9,56.6,17254,551,380,171,364,3626,500,529,8485,11931,341,436,5758,1675,236,4,3,1798,275,241,34,305,0,0,0,364152
2016-07-04,0.585,184,313,2292,47%,45%,14.32%,15.77%,9.84%,6170,1276,52089,10.8,8,9423,1318,1075,243,1140,11233,500,1336,22442,27171,1052,1209,15643,4428,945,41,19,4838,693,577,116,1179,0,0,0,887786
2016-07-05,1.211,180,282,2381,47%,44%,13.88%,15.32%,9.24%,6249,492,52447,10.3,5.6,6843,1292,1066,226,1132,11001,500,1485,23367,26463,1028,1347,15035,4709,999,38,19,5102,708,596,112,1212,0,0,0,919222
2016-07-06,0.822,174,338,2979,52%,46%,13.69%,14.64%,10.03%,7982,1213,60160,10.4,7.8,9306,1493,1213,280,1229,12286,500,1551,25226,32154,1099,1366,16228,5345,953,42,22,5777,791,672,119,1187,0,0,0,1002846
2016-07-07,0.684,168,306,2392,47%,41%,20.11%,22.24%,12.63%,4483,833,51284,10.2,6.1,6798,1812,1469,343,1017,10638,500,1474,21689,27104,924,1329,13645,4646,903,36,15,5037,1013,872,141,1116,0,0,0,847183
2016-07-08,0.616,169,313,2223,47%,40%,20.49%,22.43%,13.35%,5552,4038,47349,10.1,8.9,8932,1680,1426,254,944,9418,500,1455,18510,26440,874,1264,12255,4377,819,32,16,4691,961,827,134,1004,0,0,0,791949
2016-07-09,0.542,196,424,878,51%,51%,19.28%,20.51%,13.53%,6378,6378,18740,10.9,26.9,8143,611,479,132,406,3285,500,435,8011,9888,376,388,5512,1578,237,10,5,1717,331,290,41,303,0,0,0,335705
2016-07-10,0.757,211,464,844,51%,50%,16.27%,16.97%,12.24%,6879,6879,17481,10.6,32.7,8007,472,373,99,390,3104,500,398,7555,9138,350,351,5123,1553,201,7,3,1653,269,239,30,245,0,0,0,348788
2016-07-11,0.622,188,315,2108,47%,42%,13.55%,14.75%,9.75%,4541,751,52175,11.5,6.7,7328,1162,941,221,1114,10076,500,1389,20749,28923,1026,1211,14220,4137,877,38,14,4530,614,508,106,1087,0,0,0,850885
2016-07-12,0.85,202,324,2126,45%,42%,15.15%,16.3%,11.27%,11198,565,56559,12.1,6.5,6961,1399,1174,225,1160,11176,500,1540,23273,30586,1048,1353,16030,4342,898,39,23,4681,709,588,121,1074,0,0,0,944364
2016-07-13,0.908,200,333,1904,47%,42%,14.55%,15.92%,10.26%,12483,425,50202,12.3,6.6,6483,1151,962,189,994,9574,500,1227,21530,26451,900,1098,14671,3731,797,30,13,4075,593,492,101,984,0,0,0,815162
2016-07-14,0.72,193,355,1010,49%,49%,17.1%,17.37%,15.86%,3802,3428,21726,10.6,15.1,5617,716,521,195,461,4254,500,558,11109,9598,415,490,8227,1897,293,16,7,2047,350,291,59,372,0,0,0,394592
2016-07-15,0.753,204,301,1184,49%,48%,14.03%,14.58%,12.1%,6155,1195,29272,12.2,7.5,4052,695,548,147,559,5088,500,654,14618,13441,518,587,10170,2225,444,22,9,2402,337,272,65,537,0,0,0,491111
2016-07-16,0.669,204,376,769,56%,56%,16.76%,16.78%,16.67%,3334,3334,14006,10.1,18.7,4479,440,333,107,236,2556,500,338,6760,6672,217,306,4867,1284,185,11,6,1384,232,192,40,240,0,0,0,282037
2016-07-17,0.755,194,428,810,52%,60%,15.74%,17.43%,8.13%,8435,8435,17951,11.5,33.9,9601,492,372,120,360,2983,500,404,7901,9286,317,348,5491,1440,214,10,5,1557,245,222,23,283,0,0,0,301322
2016-07-18,0.574,182,271,2043,47%,46%,13.79%,14.93%,10.14%,12172,5069,52958,12.1,9.8,10154,1210,963,247,1003,9768,500,1310,23002,27643,912,1174,16470,3991,818,35,14,4359,601,496,105,1036,0,0,0,793103
2016-07-19,0.537,201,329,2002,47%,42%,13.77%,14.61%,11.31%,4247,4247,50129,11.7,9.8,10634,1162,890,272,1030,9897,500,1340,21929,25830,928,1198,15407,3929,888,47,25,4299,592,469,123,1088,0,0,0,863890
2016-07-20,0.559,201,327,1871,45%,40%,14.75%,16.08%,10.7%,7438,945,47592,11.4,6.5,6647,1218,1005,213,916,9680,500,1293,20960,24423,838,1140,14150,3819,834,52,20,4169,615,505,110,1028,0,0,0,837368
2016-07-21,0.525,186,274,1962,46%,44%,14.17%,15.73%,9.65%,5625,2017,48178,11.4,6.9,7545,1091,900,191,930,9330,500,1247,19860,26141,853,1112,13808,3861,880,46,21,4228,599,494,105,1088,0,0,0,785398
2016-07-22,0.564,198,311,1725,46%,41%,15%,15.67%,12.99%,3919,1230,41859,11.2,6.9,6518,1178,912,266,797,8466,500,1161,17994,21907,726,1013,12696,3418,741,39,19,3753,563,441,122,939,0,0,0,744476
2016-07-23,0.612,190,386,913,51%,59%,18.27%,19.43%,13.21%,8869,8869,19470,10.9,30.6,10203,627,470,157,351,3674,500,490,8457,10172,319,424,5789,1635,235,10,4,1784,326,282,44,333,0,0,0,339484
2016-07-24,0.597,178,280,892,51%,52%,16.67%,18.07%,10.75%,4370,2434,16879,9.7,10.9,3650,532,448,84,358,3308,500,466,7581,8474,320,416,5132,1602,244,10,3,1746,291,255,36,335,0,0,0,310964
2016-07-25,0.503,185,285,2068,48%,46%,13.71%,15.18%,9.05%,5528,3726,45936,10.7,8.5,8770,1251,1022,229,1071,9364,500,1259,18529,25077,967,1109,11929,3955,820,29,14,4303,590,497,93,1028,0,0,0,795295
2016-07-26,0.513,171,271,2069,48%,45%,13.23%,13.89%,11.09%,5885,3100,47114,10.9,7.9,7965,1073,861,212,933,8987,500,1337,17909,26935,860,1193,11937,3955,799,35,17,4307,570,458,112,1010,0,0,0,735709
2016-07-27,0.523,175,298,2034,48%,45%,14.75%,16.03%,10.46%,7707,7707,52089,12.3,12.9,12606,1147,945,202,914,9311,500,1324,19058,30793,820,1156,12539,3891,774,22,10,4231,624,522,102,975,0,0,0,740788
2016-07-28,0.52,182,286,2138,48%,46%,12.26%,13.36%,8.78%,5023,1354,48227,10.9,6.5,6895,1054,871,183,1028,9536,500,1303,19585,26311,949,1160,13136,4069,855,40,17,4413,541,448,93,1059,0,0,0,801276
2016-07-29,0.561,183,281,1763,48%,46%,14.6%,15.43%,11.98%,6102,6102,44006,11.9,11.3,10128,1102,844,258,898,7974,500,1064,20512,21532,817,939,12788,3393,728,34,15,3699,540,433,107,893,0,0,0,675935
2016-07-30,0.896,198,324,847,53%,61%,17.45%,19.06%,9.89%,6176,5941,18555,11.6,24.3,6878,632,486,146,269,3133,500,453,10836,6997,251,398,7487,1486,206,10,3,1605,280,252,28,283,0,0,0,318197
2016-07-31,0.575,185,335,881,53%,61%,18.82%,20.38%,10.7%,3801,3178,18316,10.9,15.9,4309,676,577,99,316,3170,500,452,10508,7040,269,398,7604,1563,213,9,3,1674,315,286,29,271,0,0,0,309458
2016-08-01,0.518,189,263,1797,48%,49%,14.05%,15.14%,10.69%,7929,4628,43229,11.7,10,9090,1255,970,285,855,8276,500,1079,21616,19679,755,958,15041,3400,736,22,12,3707,521,424,97,907,0,0,0,700806
2016-08-02,0.518,250,319,1865,47%,44%,14.55%,15.4%,11.72%,7999,6548,45255,11.4,12.5,11425,1285,974,311,975,9428,500,1216,22392,20672,878,1065,14697,3667,734,25,13,3985,580,473,107,913,0,0,0,997560
2016-08-03,0.569,334,858,1832,48%,46%,13.54%,15.04%,8.8%,6968,6968,45461,11.9,16,14704,1052,854,198,797,10376,500,1063,23446,20155,706,952,14041,3496,727,27,13,3812,516,435,81,920,0,0,0,1272793
2016-08-04,0.547,341,852,1742,46%,45%,14.97%,16.36%,10.92%,4479,4479,48717,12.9,16.4,15951,1133,854,279,962,11295,500,1212,25225,21318,867,1077,16488,3436,747,33,13,3782,566,460,106,971,0,0,0,1288745
2016-08-05,0.468,360,879,1513,46%,47%,16.1%,17.06%,13.29%,5214,3939,41977,12.8,13.1,10916,1193,882,311,766,9494,500,1080,21617,18514,695,937,13713,2947,618,30,15,3267,526,415,111,835,0,0,0,1175508
2016-08-06,0.605,529,1460,837,55%,67%,17.43%,18.49%,12.77%,5618,5025,16492,10.8,25.2,7108,482,384,98,259,4626,500,395,9544,6294,235,339,5137,1395,185,8,5,1526,266,230,36,282,0,0,0,807614
2016-08-07,0.635,513,2046,825,52%,65%,14.21%,15.12%,9.89%,9561,9561,16804,10.7,44.5,12137,401,316,85,265,4885,500,396,8682,7461,237,337,4221,1460,205,5,2,1576,224,197,27,273,0,0,0,808575
2016-08-08,0.675,364,929,1672,48%,43%,13.93%,15.18%,10.04%,12621,2349,42114,12,11.9,10085,988,708,280,910,9816,500,1044,20523,19637,796,943,12592,3184,650,26,13,3496,487,402,85,847,0,0,0,1270927
2016-08-09,0.527,317,876,1840,49%,46%,13.65%,14.56%,10.35%,8282,8282,44296,11.7,18.8,15471,964,756,208,830,10049,500,1087,21639,20740,764,972,13189,3493,652,23,12,3788,517,432,85,821,0,0,0,1201701
2016-08-10,0.65,328,355,1445,45%,44%,15.08%,16.13%,11.86%,11195,768,37016,11.6,6.4,5039,924,705,219,781,8612,500,1047,16946,18242,710,945,9761,2889,617,21,12,3189,481,388,93,784,0,0,0,1046078
2016-08-11,0.599,340,318,1685,48%,45%,14.52%,15.9%,10.27%,12078,656,41196,11.7,6.1,5257,995,820,175,758,9507,500,1091,18105,21242,697,965,11000,3218,682,24,14,3527,512,423,89,867,0,0,0,1199787
2016-08-12,0.626,398,982,1356,48%,49%,14.17%,16.09%,8.2%,6985,6985,37985,13.3,17.1,11910,785,616,169,693,8166,500,848,17344,19100,632,745,10673,2610,539,23,11,2851,404,347,57,695,0,0,0,1134894
2016-08-13,0.655,625,1791,760,54%,62%,17.28%,18.83%,10.38%,10154,10154,16587,11.7,47.5,12346,437,336,101,326,5102,500,371,8742,7148,295,315,4251,1310,183,6,3,1418,245,218,27,260,0,0,0,885983
2016-08-14,0.502,638,2869,718,52%,65%,17.34%,18.61%,11.11%,7489,7489,19588,14.2,44.2,10332,465,367,98,248,4726,500,375,10054,8911,229,326,5254,1273,166,5,2,1384,240,214,26,234,0,0,0,882991
