,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2014-04-29,0.394,221,296,1351,50%,47%,30.34%,29.67%,32.39%,168,168,11104,4.1,4.9,3301,1957,1354,603,58,7743,500,298,9599,712,53,271,7204,2500,531,0,0,2726,827,610,217,670,0,0,0,601158
2014-04-30,0.466,193,278,1252,49%,46%,28.23%,28.12%,28.53%,96,96,9776,3.8,4.9,3362,1634,1101,533,34,7267,483,325,8551,575,34,314,6449,2301,529,0,0,2540,717,523,194,680,0,0,0,489276
2014-05-01,0.541,191,209,754,53%,53%,27.46%,26.94%,29.37%,395,64,5034,3.5,3.9,1167,852,632,220,19,3265,239,185,4143,272,13,173,3199,1314,232,0,0,1435,394,305,89,303,0,0,0,274121
2014-05-02,0.344,183,270,1024,52%,50%,27.36%,25.14%,33.94%,118,49,7334,3.8,4.1,2008,1294,834,460,22,5261,395,237,6615,435,22,217,4892,1752,364,0,0,1952,534,367,167,492,0,0,0,356921
2014-05-03,0.374,186,298,614,57%,56%,23.25%,22.47%,26.42%,263,263,4133,3.9,5.6,1184,609,421,188,10,2674,224,128,3295,245,10,116,2462,982,168,0,0,1071,249,193,56,212,0,0,0,198986
2014-05-04,0.38,165,239,645,57%,61%,22.43%,22.46%,22.31%,64,61,3764,3.3,4,979,520,382,138,14,2696,179,94,3470,190,11,91,2573,1040,182,0,0,1128,253,199,54,242,0,0,0,185741
2014-05-05,0.393,197,290,1253,50%,46%,26.48%,25.38%,29.57%,98,98,9638,3.8,5,3303,1553,997,556,30,6632,500,278,8520,607,29,266,6445,2286,516,0,0,2508,664,470,194,656,0,0,0,493716
2014-05-06,0.356,197,316,1483,52%,44%,28.02%,26.06%,34.54%,122,105,11240,3.9,5.9,3895,1980,1252,728,43,7695,500,333,9717,743,36,312,7188,2658,536,0,0,2873,805,576,229,663,0,0,0,566087
2014-05-07,0.358,209,290,1201,51%,47%,28.93%,27.54%,33%,136,136,9440,4,4.9,2980,1629,1112,517,33,6540,500,286,8049,655,28,267,6100,2155,480,0,0,2371,686,486,200,606,0,0,0,496009
2014-05-08,0.351,160,269,787,55%,55%,25.44%,24.3%,29.49%,144,130,4998,3.5,4.9,1515,775,529,246,17,3591,289,135,4356,322,17,126,3293,1317,251,0,0,1423,362,270,92,312,0,0,0,228375
2014-05-09,0.339,168,282,1086,55%,50%,26.46%,25.52%,29.31%,115,115,7021,3.6,4.8,2288,1190,759,431,23,4801,425,212,6012,475,23,203,4463,1767,360,0,0,1958,518,377,141,481,0,0,0,329804
2014-05-10,0.336,162,229,822,54%,56%,29.02%,29.59%,25.86%,75,75,4870,3.2,4.2,969,969,789,180,26,3444,251,186,4294,331,24,166,3263,1423,178,0,0,1513,439,379,60,232,0,0,0,245338
2014-05-11,0.368,167,251,829,55%,57%,26.84%,27.07%,25.87%,122,43,4948,3.3,3.9,1107,832,633,199,14,3464,251,192,4389,285,14,180,3402,1380,218,0,0,1505,404,330,74,286,0,0,0,250954
2014-05-12,0.374,187,305,1575,54%,50%,26.95%,25.61%,31.14%,107,107,10235,3.5,4.5,3196,1688,1190,498,37,7196,500,351,8929,611,30,336,6677,2694,554,0,0,2943,793,571,222,713,0,0,0,551243
2014-05-13,0.356,237,336,1394,51%,44%,28.54%,26.96%,33.01%,1203,102,12315,4.5,5.7,4064,1725,1149,576,39,7894,500,298,9531,790,36,283,7000,2484,566,0,0,2751,785,548,237,718,0,0,0,652581
2014-05-14,0.386,215,350,1344,53%,46%,28.54%,26.66%,33.83%,256,256,10409,4.1,6,3976,1687,1015,672,36,7356,500,316,8973,668,34,282,6481,2296,510,0,0,2551,728,502,226,668,0,0,0,549677
2014-05-15,0.385,218,370,1328,52%,42%,29.87%,28.28%,34.52%,118,116,9681,3.8,5.4,3505,1797,1162,635,48,6646,493,341,8278,550,40,326,6186,2312,501,0,0,2538,758,535,223,646,0,0,0,553618
2014-05-16,0.396,194,282,1151,53%,48%,26.27%,25.47%,28.55%,110,110,7816,3.6,5,2803,1301,862,439,57,5164,458,291,6655,521,49,266,4977,1968,451,0,0,2158,567,406,161,564,0,0,0,418555
2014-05-17,0.497,144,239,620,62%,58%,21.2%,21.45%,20.28%,73,73,3040,3,4.4,923,425,315,110,15,2042,163,114,2718,173,14,110,2025,923,170,0,0,1000,212,169,43,212,0,0,0,143870
2014-05-18,0.356,180,225,659,59%,56%,25.02%,24.27%,28.05%,382,46,3366,3,3.6,797,587,382,205,9,2029,154,113,2708,171,7,110,2111,1038,177,0,0,1111,278,216,62,221,0,0,0,200030
2014-05-19,0.399,182,293,1400,53%,49%,26.55%,25.81%,28.86%,122,102,9362,3.6,4.7,2976,1495,970,525,46,6774,494,319,8217,553,39,292,6117,2408,501,0,0,2618,695,512,183,634,0,0,0,476790
2014-05-20,0.358,209,368,1368,52%,47%,27.29%,26.75%,28.92%,146,146,10519,4,6,3876,2038,1123,915,59,7471,500,268,9313,592,49,247,6904,2385,511,0,0,2624,716,528,188,650,0,0,0,549596
2014-05-21,0.367,205,328,1399,50%,44%,27.45%,25.99%,32.25%,208,99,11279,4.1,5.6,3598,1828,1222,606,47,8278,500,351,9822,691,43,327,7308,2533,506,0,0,2772,761,552,209,648,0,0,0,569266
2014-05-22,0.333,206,297,1333,50%,45%,28.44%,27.58%,31.02%,130,74,10511,3.9,4.8,3190,1710,1187,523,45,7364,500,368,9118,608,44,337,6863,2458,547,0,0,2676,761,555,206,664,0,0,0,552151
2014-05-23,0.35,212,319,1074,51%,45%,28.45%,27.78%,30.29%,424,424,9343,4.4,6.5,3645,1566,1037,529,38,6662,500,252,8033,569,37,241,5882,1907,433,0,0,2102,598,429,169,558,0,0,0,445556
2014-05-24,0.401,158,204,680,55%,52%,26.1%,25.34%,28.62%,160,74,4066,3.3,4.1,1183,640,454,186,26,2783,187,196,3666,201,26,184,2647,1155,236,0,0,1245,325,242,83,290,0,0,0,196815
2014-05-25,0.369,150,197,777,59%,61%,23.7%,23.24%,25.58%,58,51,3703,2.8,2.9,749,625,499,126,9,2509,160,116,3443,182,8,107,2581,1221,204,0,0,1308,310,244,66,258,0,0,0,196390
2014-05-26,0.391,191,281,1544,50%,41%,29.76%,28.66%,32.88%,275,164,11727,3.8,4.9,3980,2000,1368,632,28,8502,500,297,10315,726,28,282,7808,2806,625,0,0,3098,922,656,266,809,0,0,0,590572
2014-05-27,0.418,192,302,1353,53%,46%,26.06%,24.8%,29.44%,108,108,9567,3.7,5,3488,1503,1010,493,32,6907,500,290,8278,614,30,279,6151,2287,524,0,0,2552,665,461,204,693,0,0,0,490910
2014-05-28,0.388,190,288,1149,50%,41%,26.77%,24.61%,32.78%,255,255,8955,3.9,6.1,3688,1374,845,529,48,6350,467,305,7818,537,42,281,5693,2075,471,0,0,2282,611,413,198,604,0,0,0,433668
2014-05-29,0.361,233,269,718,56%,53%,25.78%,25%,28.62%,1054,73,5652,4.4,4.6,1260,798,573,225,16,3375,225,131,4175,254,16,120,2993,1179,198,0,0,1288,332,253,79,276,0,0,0,300548
2014-05-30,0.338,214,333,815,50%,43%,29.38%,28.38%,32.48%,212,58,6924,4.3,5,1949,1266,879,387,21,4923,327,191,6237,377,21,180,4461,1466,292,0,0,1617,475,348,127,391,0,0,0,346714
2014-05-31,0.359,164,341,643,55%,51%,30.51%,30.73%,29.47%,264,264,4170,3.6,6.9,1425,812,544,268,19,3009,214,112,3660,222,19,105,2730,1097,165,0,0,1167,356,295,61,207,0,0,0,190983
2014-06-01,0.369,144,265,703,59%,55%,27.81%,27.39%,29.54%,349,349,4090,3.4,5.7,1351,788,512,276,16,2953,208,107,3740,217,16,101,2710,1115,185,0,0,1201,334,264,70,237,0,0,0,172963
2014-06-02,0.384,213,385,1295,52%,43%,29.02%,27.28%,34.32%,182,182,9725,3.9,6.2,3757,1783,999,784,43,6742,500,238,8494,607,41,230,6440,2249,471,0,0,2471,717,508,209,609,0,0,0,525610
2014-06-03,0.418,200,315,1422,52%,43%,28.55%,26.95%,32.8%,136,136,9810,3.6,4.8,3553,1724,1142,582,52,6958,500,341,8521,590,44,315,6284,2462,577,0,0,2732,780,535,245,747,0,0,0,545674
2014-06-04,0.39,200,319,1283,51%,43%,27.24%,26.31%,29.91%,370,370,10221,4.1,5.9,3800,1481,960,521,77,6985,500,672,8490,641,67,290,6217,2269,503,0,0,2493,679,487,192,642,0,0,0,499070
2014-06-05,0.367,223,328,1096,50%,44%,28.89%,27.68%,32.29%,133,98,8684,4,4.8,2757,1494,1003,491,55,6007,473,279,7495,529,50,254,5532,1964,437,0,0,2177,629,444,185,573,0,0,0,486028
2014-06-06,0.445,211,312,977,52%,46%,28.38%,26.92%,32.08%,136,124,8024,4.3,5.6,2964,1324,800,524,36,5891,447,230,7044,520,30,215,5165,1705,418,0,0,1885,535,364,171,533,0,0,0,397105
2014-06-07,0.453,174,282,395,54%,57%,24.97%,25.89%,21.89%,90,57,2771,3.8,5.1,868,475,311,164,16,1725,141,96,2470,151,13,93,1794,680,134,0,0,729,182,145,37,169,0,0,0,126877
2014-06-08,0.448,152,173,427,54%,57%,22.24%,21.44%,25.31%,63,32,2547,3.2,3.6,583,380,277,103,15,1702,160,88,2282,167,14,84,1704,723,121,0,0,787,175,134,41,162,0,0,0,119995
2014-06-09,0.435,172,269,682,54%,49%,24.05%,22.88%,28.36%,191,98,4512,3.6,4.9,1301,675,493,182,22,3210,217,124,4062,236,20,114,3099,1163,207,0,0,1260,303,227,76,268,0,0,0,216938
2014-06-10,0.427,221,370,1228,53%,47%,26.27%,24.84%,30.26%,230,230,9558,4.1,6.1,3705,1396,870,526,37,6920,500,279,8267,573,27,260,6071,2095,469,0,0,2307,606,422,184,608,0,0,0,510472
2014-06-11,0.413,226,331,1162,50%,42%,28.2%,27.41%,30.37%,135,106,9421,4.1,5.5,3419,1610,1095,515,54,6628,500,289,8088,613,46,274,5897,2094,482,0,0,2319,654,466,188,619,0,0,0,525176
2014-06-12,0.374,208,310,1086,52%,45%,26.75%,25.62%,30%,88,88,8152,3.9,5.2,2830,1334,870,464,33,5470,456,245,7089,506,32,229,5144,1906,435,0,0,2082,557,395,162,540,0,0,0,432322
2014-06-13,0.365,215,332,962,51%,46%,27.65%,27.21%,28.73%,127,77,7426,4,5.3,2902,1178,739,439,46,5195,430,275,6318,482,40,252,4689,1689,424,0,0,1877,519,363,156,543,0,0,0,403234
2014-06-14,0.396,153,217,527,58%,55%,24.1%,22.38%,29.33%,48,40,2816,3.1,3.7,831,452,307,145,14,1934,140,107,2499,149,13,104,1926,831,172,0,0,913,220,154,66,225,0,0,0,139819
2014-06-15,0.527,196,166,556,60%,61%,19.87%,19.26%,22.47%,1665,65,4462,4.8,3.3,579,349,273,76,9,1939,142,91,2560,152,8,80,1957,867,137,0,0,931,185,145,40,178,0,0,0,182089
2014-06-16,0.507,206,321,1256,51%,47%,24.39%,23.85%,25.97%,95,88,9429,3.9,5.1,3160,1375,944,431,30,6521,500,301,8027,642,28,276,5948,2230,484,0,0,2444,596,436,160,616,0,0,0,504547
2014-06-17,0.369,227,320,1338,50%,42%,26.98%,26.15%,29.18%,181,132,10991,4.1,5.5,3984,1500,977,523,47,7591,500,333,9387,696,42,313,6849,2404,570,0,0,2654,716,505,211,723,0,0,0,603423
2014-06-18,0.446,220,347,1273,52%,47%,26.16%,24.24%,31.39%,317,94,9486,3.9,5.4,3524,1437,850,587,28,6594,500,262,8410,574,28,245,6124,2209,518,0,0,2439,638,433,205,653,0,0,0,536219
2014-06-19,0.379,200,308,1220,52%,46%,24.48%,24.05%,25.69%,125,125,8866,3.8,5.1,3119,1298,928,370,40,6176,458,234,7745,522,29,217,5711,2114,472,0,0,2328,570,412,158,615,0,0,0,465509
2014-06-20,0.368,230,433,1049,52%,42%,24.43%,22.68%,28.69%,264,264,8409,4.2,6.3,3730,1372,856,516,46,5858,465,224,7339,522,39,208,5376,1809,446,0,0,2022,494,325,169,589,0,0,0,465591
2014-06-21,0.4,154,258,467,57%,49%,22.09%,20.06%,29.12%,94,39,2672,3.3,4.2,759,489,353,136,12,1887,164,73,2428,170,11,69,1793,741,137,0,0,815,180,127,53,182,0,0,0,125228
2014-06-22,0.363,120,203,642,62%,61%,22.35%,22.38%,22.22%,54,46,2779,2.7,3.4,694,421,325,96,14,1926,168,76,2439,173,10,72,1844,960,164,0,0,1029,230,184,46,207,0,0,0,123568
2014-06-23,0.402,216,415,1258,54%,48%,24.51%,24.34%,25%,592,592,9340,4,6.2,3572,1250,885,365,51,5970,500,279,7622,558,41,260,5691,2108,451,0,0,2330,571,426,145,580,0,0,0,503925
2014-06-24,0.39,234,376,1179,52%,43%,28.76%,26.76%,33.74%,249,249,8772,3.8,5.7,3698,1586,1025,561,38,6090,500,260,7636,552,36,240,5480,2079,526,0,0,2281,656,436,220,652,0,0,0,534832
2014-06-25,0.368,150,368,2760,65%,45%,27.15%,26.28%,31.99%,223,223,11708,2.8,5.7,3716,2381,1773,608,48,7636,473,237,10583,539,48,215,8257,3999,512,0,0,4224,1147,940,207,647,0,0,0,635438
2014-06-26,0.401,164,344,2000,63%,48%,25.61%,25.11%,27.77%,209,209,9966,3.1,5.4,3265,1797,1312,485,31,6325,464,235,8811,522,30,213,6613,2974,472,0,0,3182,815,647,168,605,0,0,0,520552
2014-06-27,0.498,177,288,1215,56%,48%,24.76%,24.68%,25%,159,65,7366,3.4,4.3,2263,1099,791,308,16,4953,371,194,6563,415,14,183,5019,1998,421,0,0,2177,539,407,132,528,0,0,0,384434
2014-06-28,0.364,125,235,607,61%,54%,20.24%,19.65%,22.61%,58,55,2786,2.8,4.1,823,437,304,133,14,1919,147,95,2555,155,11,89,1889,927,157,0,0,998,202,157,45,199,0,0,0,125207
2014-06-29,0.436,133,199,649,62%,59%,23.49%,23.45%,23.65%,141,57,2956,2.8,3.4,696,467,344,123,11,1871,145,79,2723,148,10,74,2080,962,154,0,0,1043,245,197,48,203,0,0,0,138408
2014-06-30,0.391,216,382,1080,53%,44%,25.49%,24.19%,29.35%,129,124,7578,3.7,5.3,2717,1082,691,391,40,5348,443,204,6483,495,34,186,4708,1840,393,0,0,2028,517,367,150,511,0,0,0,437147
2014-07-01,0.396,200,306,1117,52%,48%,25.9%,26.4%,24.46%,137,117,8128,3.8,4.9,2743,1164,848,316,27,5652,464,246,7072,523,25,222,5196,1975,450,0,0,2162,560,424,136,556,0,0,0,433182
2014-07-02,0.423,227,347,1128,53%,44%,27.14%,25.9%,30.89%,277,277,8419,3.9,5.8,3069,1342,950,392,31,5934,500,245,7269,560,28,231,5390,1955,412,0,0,2141,581,417,164,531,0,0,0,486281
2014-07-03,0.396,218,283,1126,52%,44%,27.86%,27.18%,29.79%,855,97,8442,3.9,4.6,2581,1243,845,398,38,5466,467,233,6638,509,33,202,5037,1996,450,0,0,2168,604,436,168,564,0,0,0,473241
2014-07-04,0.351,170,325,1286,58%,48%,21.39%,19.91%,25.96%,156,156,7375,3.3,5.5,2986,1001,642,359,33,5279,383,264,6457,428,31,239,4789,2064,444,0,0,2235,478,336,142,547,0,0,0,380802
2014-07-05,0.382,134,288,683,60%,46%,21.87%,20.21%,29.9%,66,61,3181,2.8,4,774,664,505,159,6,2290,138,160,2877,147,6,153,2166,1063,149,0,0,1134,248,190,58,194,0,0,0,151848
2014-07-06,0.54,136,273,973,67%,59%,17.42%,16.09%,24.56%,166,78,4300,3,4.6,1046,580,417,163,21,3035,160,132,3869,168,19,121,2984,1365,173,0,0,1452,253,197,56,228,0,0,0,197694
2014-07-07,0.359,159,356,1856,54%,47%,24.93%,24.01%,29.11%,108,108,11008,3.2,5.3,3277,1819,1315,504,53,6966,500,295,8702,1501,47,276,6569,3212,493,0,0,3430,855,676,179,615,0,0,0,544933
2014-07-08,0.373,166,394,2292,49%,45%,25.88%,24.96%,31.19%,345,345,14877,3.2,6,4213,2557,1868,689,47,8606,466,314,10738,2792,44,293,8197,4445,566,0,0,4690,1214,996,218,699,0,0,0,778741
2014-07-09,0.395,182,296,1521,53%,48%,25.93%,25.31%,28.03%,158,76,9893,3.4,4.4,2929,1593,1133,460,52,6939,483,283,8550,775,43,266,6466,2649,529,0,0,2873,745,560,185,660,0,0,0,523051
2014-07-10,0.395,245,319,1310,49%,43%,29.79%,28.21%,34.93%,640,172,11343,4.3,5.2,3267,1807,1222,585,45,7608,463,334,9401,589,44,297,6993,2434,488,0,0,2662,793,574,219,627,0,0,0,652827
2014-07-11,0.337,219,302,1281,48%,44%,32.8%,31.73%,36.15%,224,224,10930,4.1,5.6,3632,2103,1462,641,37,7029,500,367,9780,591,32,339,6979,2461,518,0,0,2683,880,645,235,650,0,0,0,587598
2014-07-12,0.413,145,176,567,61%,61%,23.37%,23.29%,23.65%,59,38,2830,3,3.2,647,445,342,103,16,1916,109,85,2544,129,15,81,1950,851,153,0,0,933,218,170,48,203,0,0,0,134855
2014-07-13,0.475,147,228,562,60%,65%,22.5%,22.45%,22.7%,93,62,2717,2.9,3.1,570,402,305,97,24,1913,130,100,2458,150,22,90,1860,856,138,0,0,929,209,167,42,185,0,0,0,136532
2014-07-14,0.414,146,231,613,60%,61%,21.76%,20.82%,25.23%,59,59,2987,2.9,3.9,844,461,310,151,19,2165,124,85,2752,139,16,78,2085,940,164,0,0,1025,223,168,55,218,0,0,0,149428
2014-07-15,0.386,213,352,1166,51%,44%,27.15%,25.96%,30.74%,112,80,8819,3.9,5.4,3032,1513,1007,506,69,5795,491,333,7663,540,58,292,5666,2093,457,0,0,2276,618,444,174,566,0,0,0,484805
2014-07-16,0.338,219,353,1135,53%,46%,28.95%,28.08%,31.39%,260,260,8733,4,6,3406,1498,959,539,42,6188,488,244,7620,535,35,224,5607,1954,437,0,0,2159,625,447,178,567,0,0,0,472621
2014-07-17,0.406,223,324,1090,52%,47%,26.83%,26.14%,29%,151,77,8074,3.9,5,2507,1233,873,360,40,5574,468,216,7086,511,35,202,5280,1928,404,0,0,2095,562,417,145,500,0,0,0,467908
2014-07-18,0.406,212,308,1124,54%,50%,25.79%,23.64%,31.2%,184,184,8137,3.9,5.2,3070,1347,771,576,38,6030,397,263,7215,437,37,245,5264,1864,458,0,0,2078,536,351,185,593,0,0,0,441462
2014-07-19,0.395,163,252,495,59%,58%,22.54%,21.21%,26.9%,66,66,2802,3.3,3.7,730,395,257,138,12,2051,94,94,2628,103,11,93,1871,781,155,0,0,843,190,137,53,197,0,0,0,137709
2014-07-20,0.355,158,241,645,58%,66%,21.82%,21.9%,21.5%,55,55,3508,3.1,3.6,720,539,397,142,26,2335,176,96,3164,187,25,90,2317,1041,155,0,0,1118,244,201,43,200,0,0,0,176980
2014-07-21,0.407,193,330,1331,52%,44%,28.46%,27.5%,31.43%,83,83,9693,3.8,5.3,3366,1567,1046,521,55,6746,500,269,8513,563,43,246,6393,2354,512,0,0,2572,732,534,198,630,0,0,0,496208
2014-07-22,0.411,191,274,1253,52%,47%,27.22%,25.68%,31.42%,85,67,8658,3.6,4.5,2927,1436,950,486,66,6304,456,249,7738,496,63,235,5799,2203,511,0,0,2414,657,454,203,646,0,0,0,461571
2014-07-23,0.406,196,283,1141,52%,46%,28.58%,27.7%,30.88%,167,167,8909,4,5.4,3283,1432,934,498,40,6360,469,262,7702,531,36,241,5767,1981,465,0,0,2215,633,444,189,612,0,0,0,435010
2014-07-24,0.395,201,360,1737,50%,45%,27.85%,27.31%,30%,120,93,12883,3.7,4.9,3432,2007,1470,537,41,9475,500,429,11543,627,34,398,8857,3233,551,0,0,3497,974,764,210,700,0,0,0,703548
2014-07-25,0.412,198,353,1106,52%,45%,27.71%,26.42%,31.62%,78,77,7407,3.5,5.1,2669,1292,847,445,28,5354,355,197,6545,393,28,185,4908,1922,398,0,0,2115,586,420,166,525,0,0,0,418415
2014-07-26,0.503,163,269,551,59%,58%,21.88%,22.64%,18.82%,1079,78,3896,4.2,4.1,768,491,351,140,12,3088,123,61,3729,127,11,56,2580,854,141,0,0,928,203,168,35,186,0,0,0,150992
2014-07-27,0.619,140,150,558,62%,64%,21.46%,21.07%,22.92%,62,35,2516,2.8,2.9,551,427,319,108,19,1670,91,72,2328,98,17,70,1788,825,146,0,0,904,194,150,44,192,0,0,0,126255
2014-07-28,0.381,213,293,1204,53%,49%,25.43%,25.16%,26.22%,1740,148,9765,4.3,4.7,2722,1227,835,392,38,5885,414,238,7128,457,36,214,5272,2057,437,0,0,2265,576,425,151,576,0,0,0,481547
2014-07-29,0.397,181,304,1249,52%,46%,26.93%,25.35%,31.76%,115,115,9194,3.8,5.4,3198,1461,955,506,43,6382,472,293,8078,536,38,274,5967,2197,474,0,0,2399,646,458,188,592,0,0,0,434075
2014-07-30,0.239,198,420,1126,54%,47%,26.45%,25.99%,27.98%,97,97,7822,3.7,5.7,2760,1295,852,443,32,15138,450,260,16721,496,29,235,14412,1941,383,0,0,2102,556,420,136,486,0,0,0,415889
2014-07-31,0.193,225,445,1087,55%,50%,25.8%,23.69%,32.49%,14800,14800,22546,11.4,37.6,17835,1143,751,392,49,10403,363,213,11782,393,41,202,10288,1817,380,0,0,1977,510,356,154,474,0,0,0,443866
2014-08-01,0.449,181,341,908,55%,43%,25.18%,23.75%,29.95%,100,100,5689,3.4,5,1902,1016,642,374,37,3978,345,187,4960,379,33,169,3671,1521,299,0,0,1664,419,304,115,384,0,0,0,300535
2014-08-02,0.333,164,320,483,58%,56%,20.69%,20.76%,20.33%,125,125,2894,3.5,5.2,638,452,347,105,11,2165,117,50,2666,120,11,49,1984,797,102,0,0,836,173,148,25,123,0,0,0,137167
2014-08-03,0.406,150,314,522,59%,58%,20.96%,20.82%,21.62%,489,489,3078,3.5,7.5,1117,394,290,104,17,2314,110,80,2897,112,17,76,2183,834,120,0,0,878,184,152,32,148,0,0,0,131768
2014-08-04,0.318,186,310,1139,50%,45%,27.49%,27.07%,29.22%,96,78,8355,3.7,5.2,2273,1385,1031,354,46,7742,386,302,9116,429,42,274,7220,2104,367,0,0,2259,621,493,128,438,0,0,0,420941
2014-08-05,0.138,217,384,1055,51%,51%,27.91%,27.78%,28.38%,14597,14597,23306,11.3,39.2,17393,1334,974,360,35,18925,372,260,20638,445,31,242,18845,1922,353,0,0,2071,578,452,126,444,0,0,0,449196
2014-08-06,0.394,198,271,1015,52%,45%,25.99%,24.74%,30.68%,293,171,7749,3.9,5.3,2212,1232,838,394,27,5086,402,250,6835,432,22,226,4982,1827,347,0,0,1962,510,383,127,414,0,0,0,387630
2014-08-07,0.412,206,297,900,50%,44%,28.42%,28.83%,27.17%,124,112,7724,4.3,5.1,2272,1198,825,373,40,5176,407,235,6711,442,35,209,4805,1668,375,0,0,1805,513,391,122,449,0,0,0,372222
2014-08-08,0.113,191,356,898,56%,49%,25.45%,25.44%,25.49%,14435,14435,20250,12.5,41,16875,1184,679,505,33,18547,219,187,19778,234,30,159,18620,1465,319,0,0,1615,411,306,105,412,0,0,0,307882
2014-08-09,0.407,134,145,443,58%,64%,20.47%,22.2%,12.77%,91,91,2388,3.1,3.5,492,328,294,34,14,1662,83,72,2216,87,12,69,1676,712,106,0,0,767,157,139,18,141,0,0,0,102928
2014-08-10,0.462,141,220,489,57%,55%,24.39%,24.24%,25%,40,38,2574,3,4,667,407,316,91,11,1794,125,90,2335,131,9,86,1749,792,125,0,0,857,209,167,42,168,0,0,0,121243
2014-08-11,0.54,169,276,1013,56%,50%,24.47%,23.56%,27.4%,101,78,6044,3.4,4.3,1839,925,639,286,27,4280,333,183,5342,354,25,170,4052,1645,335,0,0,1794,439,322,117,427,0,0,0,303901
2014-08-12,0.525,213,374,992,53%,45%,26.9%,26.26%,28.96%,116,85,6399,3.4,4.9,2154,1044,675,369,32,4719,311,223,5739,331,30,202,4407,1680,345,0,0,1855,499,371,128,442,0,0,0,394833
2014-08-13,0.281,241,470,876,50%,44%,27.23%,24.89%,34.34%,1320,1320,8773,5.1,10.1,4353,1241,752,489,43,9433,388,213,10512,421,37,193,6886,1556,317,0,0,1737,473,325,148,431,0,0,0,419008
2014-08-14,0.109,184,347,941,55%,48%,27.36%,26.19%,31.47%,6717,6717,12867,7.6,23,8621,1029,697,332,31,25376,292,210,27218,315,28,189,14876,1542,278,0,0,1696,464,346,118,375,0,0,0,312850
2014-08-15,0.068,207,744,622,62%,64%,20.94%,21.62%,17.11%,22331,22331,40084,40,248.1,37718,390,346,44,16,21203,116,82,22310,117,15,80,19297,946,119,0,0,1003,210,184,26,152,0,0,0,207580
2014-08-16,0.065,189,526,479,64%,58%,24.6%,25.33%,21.21%,14751,14751,16617,22.3,114.6,15133,376,292,84,4,15343,67,75,16529,70,4,71,15138,702,103,0,0,744,183,155,28,132,0,0,0,140414
2014-08-17,0.342,106,202,507,61%,58%,23.15%,23.81%,20.26%,85,58,2059,2.5,3,455,358,284,74,12,1465,78,75,1962,81,10,71,1501,772,126,0,0,825,191,160,31,153,0,0,0,87134
2014-08-18,0.314,182,306,991,54%,49%,27.14%,26.83%,28.31%,1656,1656,7754,4.3,9.1,3506,1099,794,305,23,5887,291,206,7192,308,20,200,5810,1679,308,0,0,1820,494,385,109,385,0,0,0,331754
2014-08-19,0.44,201,360,996,54%,46%,27.37%,25.81%,32.1%,115,115,6565,3.6,5.1,2329,1094,721,373,32,4693,336,227,5725,366,29,211,4306,1697,367,0,0,1845,505,358,147,458,0,0,0,371377
2014-08-20,0.39,185,291,1002,56%,52%,25.44%,25.32%,25.93%,308,59,6699,3.7,4.9,1853,1131,818,313,52,4692,330,223,5930,367,43,202,4445,1680,307,0,0,1800,458,360,98,378,0,0,0,333638
2014-08-21,0.417,216,324,959,54%,49%,29.44%,29.28%,29.93%,133,92,6949,3.9,5.4,2338,1189,841,348,51,4930,334,290,5973,371,50,260,4459,1636,349,0,0,1770,521,392,129,431,0,0,0,382050
2014-08-22,0.698,194,320,1340,50%,46%,26.37%,25.6%,29.8%,208,208,9884,3.7,5.7,2817,1504,1181,323,32,6527,420,283,8744,564,30,254,6343,2469,403,0,0,2658,701,555,146,490,0,0,0,516777
2014-08-23,0.45,147,236,653,58%,64%,22.08%,21.85%,23.46%,40,36,3289,2.9,3.2,520,455,375,80,17,2243,142,97,3045,154,17,91,2276,1066,137,0,0,1123,248,210,38,162,0,0,0,164874
2014-08-24,0.458,134,176,573,58%,58%,22.44%,22.64%,21.55%,71,34,2668,2.7,3.1,566,415,334,81,11,1738,113,80,2491,114,9,74,1859,919,148,0,0,985,221,182,39,181,0,0,0,131756
2014-08-25,0.482,167,273,1223,55%,47%,26.37%,24.92%,32.02%,88,83,7596,3.4,5.1,2304,1335,882,453,25,5295,438,192,6615,500,23,181,4985,2044,345,0,0,2230,588,442,146,456,0,0,0,372426
2014-08-26,0.444,169,307,1208,55%,47%,26.32%,25.29%,29.9%,154,154,7735,3.5,5.5,2710,1233,798,435,32,5326,388,233,6683,431,30,217,4933,2066,413,0,0,2215,583,435,148,495,0,0,0,374592
2014-08-27,0.397,173,256,1195,55%,51%,26.79%,25.75%,30.75%,110,110,7563,3.5,5.1,2327,1209,879,330,37,5435,352,263,6703,394,33,246,5050,2030,375,0,0,2176,583,444,139,452,0,0,0,377297
