date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_page_load_time,PagePerformance_network_time,PagePerformance_network_hits,PagePerformance_servery_time,PagePerformance_server_hits,PagePerformance_transfer_time,PagePerformance_transfer_hits,PagePerformance_domprocessing_time,PagePerformance_domprocessing_hits,PagePerformance_domcompletion_time,PagePerformance_domcompletion_hits,PagePerformance_onload_time,PagePerformance_onload_hits,PagePerformance_pageload_time,PagePerformance_pageload_hits,avg_time_network,avg_time_server,avg_time_transfer,avg_time_dom_processing,avg_time_dom_completion,avg_time_on_load
2021-06-07,37809,40444,213,103530,185,21050,4593999,28705,68742,28705,63,102,54%,2.4,91,11739,34788,10127,162,185,47%,3,169,26696,160,9572,4014,2,12,7,296,509,1356,2,0%,0%,0%,0%,0%,1822,1810,0,4.48%,1095,1068,0,3.72%,727,711,0,6.06%,72380,56042,11850,9083,9540,7911,9760,500,72195,0.374,52%,2.6,114,0,,,,,,,,,,,,,,,,,,,,
2021-06-08,36595,39242,168,100024,259,20655,4447492,27676,64599,27676,50,67,55%,2.3,87,11566,35425,9932,125,259,47%,3.1,176,26146,122,9270,3702,2,11,6,290,482,1265,2,0%,0%,0%,0%,0%,1715,1708,0,4.35%,989,954,0,3.45%,726,711,0,6.15%,69633,54420,11427,9077,8777,7432,10187,500,69475,0.368,53%,2.5,113,0,,,,,,,,,,,,,,,,,,,,
2021-06-09,34182,36888,191,93208,153,19563,4158354,25695,58906,25695,56,153,56%,2.3,83,11193,34302,9487,153,144,47%,3.1,181,24326,211,9009,3342,0,15,6,223,470,1142,0,0%,0%,0%,0%,0%,1600,1594,0,4.32%,908,901,0,3.51%,692,684,0,6.11%,65851,50933,10329,8211,8169,6911,8859,500,65704,0.357,53%,2.5,113,0,,,,,,,,,,,,,,,,,,,,
2021-06-10,33726,36606,175,93302,161,19466,4055494,25283,59557,25283,62,84,56%,2.4,83,11323,33745,9403,124,161,48%,3,172,23385,136,9547,3537,1,12,6,242,476,1186,1,0%,0%,0%,0%,0%,1643,1642,0,4.49%,953,935,0,3.7%,690,684,0,6.04%,65850,51272,10127,8052,8105,6801,9220,500,65707,0.364,53%,2.5,111,0,,,,,,,,,,,,,,,,,,,,
2021-06-11,28933,31040,154,77652,124,16659,3239962,21707,51052,21707,57,102,56%,2.4,82,9333,26600,7986,107,124,48%,2.9,156,19525,78,8196,3240,1,13,5,198,442,1077,1,0%,0%,0%,0%,0%,1290,1286,0,4.14%,737,729,0,3.36%,553,551,0,5.9%,55073,42917,8199,6564,7009,5870,7371,500,54943,0.358,54%,2.5,104,0,,,,,,,,,,,,,,,,,,,,
2021-06-12,17629,18715,44,44315,88,10299,1721937,14073,31398,14073,14,47,56%,2.2,78,4642,12917,4038,32,88,52%,2.8,136,11822,157,4666,2070,0,13,6,88,268,768,0,0%,0%,0%,0%,0%,454,453,0,2.42%,331,320,0,2.27%,123,109,0,2.35%,31721,24754,3310,2752,4854,3918,4430,500,31593,0.393,55%,2.4,92,0,,,,,,,,,,,,,,,,,,,,
2021-06-13,18831,19940,56,47927,72,10899,1891516,15073,34216,15073,19,72,56%,2.3,79,4867,13711,4258,38,61,51%,2.8,145,12749,104,4960,2126,1,12,8,105,294,819,1,0%,0%,0%,0%,0%,527,526,0,2.64%,370,346,0,2.3%,157,147,0,3.02%,34124,26651,3632,2941,5162,4160,5009,500,34011,0.386,55%,2.4,95,0,,,,,,,,,,,,,,,,,,,,
2021-06-14,34193,36725,186,93732,148,19107,4142174,25874,61103,25874,66,95,54%,2.4,87,10851,32629,9261,138,148,46%,3,174,24239,125,8556,3805,0,13,7,246,498,1224,0,0%,0%,0%,0%,0%,1626,1619,0,4.41%,962,956,0,3.69%,664,656,0,6.05%,65427,51045,10447,8356,8649,7236,9209,500,65276,0.366,52%,2.6,113,0,,,,,,,,,,,,,,,,,,,,
2021-06-15,32682,35068,150,88537,197,18492,4041053,24635,56391,24635,35,102,55%,2.3,81,10433,32146,8926,128,197,47%,3.1,195,23009,156,8417,3486,0,14,7,260,505,1215,0,0%,0%,0%,0%,0%,1535,1528,0,4.36%,875,860,0,3.49%,660,651,0,6.24%,62306,47722,9843,7807,7973,6743,8415,500,62176,0.364,53%,2.5,115,0,,,,,,,,,,,,,,,,,,,,
2021-06-16,32264,34915,181,87309,185,18659,4024129,24403,55670,24403,54,185,56%,2.3,83,10512,31639,8754,135,129,48%,3,190,23177,117,8269,3351,1,13,5,220,514,1170,1,0%,0%,0%,0%,0%,1397,1395,0,4%,804,795,0,3.26%,593,591,0,5.62%,62129,48074,9112,7318,7966,6709,8102,500,61978,0.363,53%,2.5,115,0,,,,,,,,,,,,,,,,,,,,
2021-06-17,31875,34159,157,85227,150,18058,3719011,24132,54907,24132,51,63,55%,2.3,81,10027,30320,8572,115,150,47%,3,175,22825,122,7947,3265,0,11,5,251,495,1186,0,0%,0%,0%,0%,0%,1417,1410,0,4.13%,796,779,0,3.23%,621,614,0,6.12%,59588,46736,9577,7732,7739,6551,8323,500,59448,0.409,53%,2.5,109,0,,,,,,,,,,,,,,,,,,,,
2021-06-18,28267,30112,141,75337,248,15811,3209242,21563,49511,21563,37,131,55%,2.3,81,8549,25826,7440,112,248,46%,3,171,20035,92,7101,2884,0,12,5,237,473,1155,0,0%,0%,0%,0%,0%,1148,1146,0,3.81%,660,650,0,3.01%,488,482,0,5.64%,52657,40989,7757,6338,7236,6049,7687,500,52480,0.419,53%,2.5,107,0,,,,,,,,,,,,,,,,,,,,
2021-06-19,18602,19622,44,47020,96,10584,1808906,15260,34945,15260,21,96,55%,2.3,79,4362,12075,3853,24,66,51%,2.8,139,13045,85,4556,1936,0,13,7,90,281,858,0,0%,0%,0%,0%,0%,513,511,0,2.6%,362,359,0,2.35%,151,150,0,3.44%,33168,25844,3625,2868,5083,4097,5144,500,33064,0.401,54%,2.4,92,0,,,,,,,,,,,,,,,,,,,,
2021-06-20,24932,26099,62,60089,197,14544,2143112,21005,46220,21005,26,103,57%,2.2,69,5094,13869,4524,41,197,52%,2.7,135,18680,123,5090,2205,1,12,6,142,301,927,1,0%,0%,0%,0%,0%,626,622,0,2.38%,455,428,0,2.04%,171,164,0,3.22%,42858,33896,4373,3510,6345,5158,6513,500,42730,0.367,56%,2.3,82,0,,,,,,,,,,,,,,,,,,,,
2021-06-21,36645,39298,156,97910,154,20784,4104702,28386,65080,28386,50,79,55%,2.3,79,10912,32830,9344,117,154,48%,3,171,26774,459,8452,3612,1,10,7,272,498,1279,1,0%,0%,0%,0%,0%,1580,1575,0,4.01%,942,936,0,3.3%,638,632,0,5.79%,68011,53551,10168,8128,9175,7650,10556,500,67858,0.377,53%,2.5,104,0,,,,,,,,,,,,,,,,,,,,
2021-06-22,34604,37009,173,95482,220,19055,4158915,26608,62559,26608,41,74,54%,2.4,84,10401,32923,8956,138,220,46%,3.2,186,25361,418,7787,3441,2,12,6,250,508,1276,1,0%,0%,0%,0%,0%,1632,1629,0,4.4%,972,941,0,3.54%,660,645,0,6.2%,65885,51229,10273,8296,8973,7528,10351,500,65747,0.365,51%,2.6,112,0,,,,,,,,,,,,,,,,,,,,
2021-06-23,31723,33990,173,85495,124,17892,3715467,24341,55834,24341,53,101,55%,2.3,79,9649,29661,8244,134,124,46%,3.1,186,22719,273,7901,3090,7,12,7,248,457,1149,3,0%,0%,0%,0%,0%,1478,1469,0,4.32%,848,836,0,3.43%,630,621,0,6.44%,59655,46304,9223,7393,7957,6805,8660,500,59497,0.357,53%,2.5,109,0,,,,,,,,,,,,,,,,,,,,
2021-06-24,31476,33969,157,86159,356,18019,3823469,24107,55563,24107,44,86,55%,2.3,84,9862,30596,8273,118,356,47%,3.1,183,22694,138,7740,3397,0,12,6,212,483,1195,0,0%,0%,0%,0%,0%,1480,1478,0,4.35%,882,882,0,3.66%,598,596,0,6.04%,60294,46953,9303,7518,7934,6662,8628,500,60176,0.404,53%,2.5,113,0,,,,,,,,,,,,,,,,,,,,
2021-06-25,28342,30321,146,74680,171,16206,3153475,21808,49570,21808,50,171,56%,2.3,78,8513,25110,7282,108,157,48%,2.9,170,20244,139,7101,2836,1,12,5,178,417,1011,1,0%,0%,0%,0%,0%,1170,1168,0,3.85%,709,699,0,3.21%,461,456,0,5.36%,52796,41289,7582,6169,6967,5766,7335,500,52695,0.501,53%,2.5,104,0,,,,,,,,,,,,,,,,,,,,
2021-06-26,19424,20600,51,48777,368,11255,2014813,15970,35395,15970,17,113,56%,2.2,71,4630,13382,3942,35,368,50%,2.9,189,13760,79,4803,1958,0,11,6,79,266,758,0,0%,0%,0%,0%,0%,498,496,0,2.41%,351,345,0,2.16%,147,147,0,3.17%,35212,26955,3683,2908,4981,4042,4901,500,35104,0.847,55%,2.4,98,0,,,,,,,,,,,,,,,,,,,,
2021-06-27,24856,26232,62,60147,168,14834,2140938,20802,45621,20802,31,168,57%,2.2,69,5430,14526,4653,38,117,53%,2.7,131,18777,151,5008,2296,0,13,7,121,305,869,0,0%,0%,0%,0%,0%,643,643,0,2.45%,457,444,0,2.13%,186,183,0,3.37%,43248,33995,4528,3653,6032,4945,6339,500,43111,0.419,57%,2.3,82,0,,,,,,,,,,,,,,,,,,,,
2021-06-28,34545,36856,180,90530,95,19900,3743160,26729,60459,26729,62,95,56%,2.3,78,10127,30071,8735,137,74,48%,3,164,25908,643,7167,3135,3,12,6,272,464,1120,1,0%,0%,0%,0%,0%,1475,1466,0,3.98%,850,843,0,3.15%,625,620,0,6.12%,63254,49901,9593,7582,8335,6991,9348,500,63112,0.383,54%,2.5,102,0,,,,,,,,,,,,,,,,,,,,
2021-06-29,30952,33184,170,83265,136,17440,3702961,23514,54228,23514,48,116,55%,2.3,84,9670,29037,8258,136,136,47%,3,178,22690,196,7108,3189,1,10,7,237,501,1140,1,0%,0%,0%,0%,0%,1476,1466,0,4.42%,849,831,0,3.53%,627,616,0,6.37%,57724,45204,9159,7473,7506,6345,8876,500,57579,0.371,53%,2.5,112,0,,,,,,,,,,,,,,,,,,,,
2021-06-30,30273,32627,173,83155,447,17280,3933889,23206,53222,23206,50,101,56%,2.3,82,9421,29933,7914,133,447,47%,3.2,216,21696,164,7585,3182,0,12,8,197,466,1156,0,0%,0%,0%,0%,0%,1378,1376,0,4.22%,829,807,0,3.48%,549,543,0,5.76%,59000,44793,8268,6674,7598,6355,8289,500,58815,0.388,53%,2.5,121,0,,,,,,,,,,,,,,,,,,,,
2021-07-01,28822,31219,170,78253,244,16576,3563065,21925,50141,21925,46,132,56%,2.3,84,9294,28112,7674,138,244,47%,3,185,20851,143,7342,2882,1,14,7,219,456,1018,1,0%,0%,0%,0%,0%,1254,1248,0,4%,712,696,0,3.17%,542,540,0,5.81%,54945,42458,8687,6971,7248,6015,7373,500,54822,0.435,53%,2.5,114,0,,,,,,,,,,,,,,,,,,,,
2021-07-02,25621,27447,162,67006,121,14945,2880907,19634,43199,19634,42,109,57%,2.2,77,7813,23807,6731,127,121,47%,3,176,18143,163,6591,2550,0,13,6,183,406,927,0,0%,0%,0%,0%,0%,1116,1112,0,4.05%,657,650,0,3.31%,459,456,0,5.84%,47341,37261,7431,5897,6038,5171,6196,500,47210,0.471,54%,2.4,105,0,,,,,,,,,,,,,,,,,,,,
2021-07-03,17856,18911,63,42679,69,10611,1621076,14790,31782,14790,26,42,57%,2.1,67,4121,10897,3517,40,69,52%,2.6,153,12559,73,4521,1756,2,11,5,87,257,699,1,0%,0%,0%,0%,0%,440,437,0,2.31%,309,304,0,2.06%,131,129,0,3.13%,30879,24440,3045,2564,4596,3775,4159,500,30785,0.378,56%,2.3,86,0,,,,,,,,,,,,,,,,,,,,
2021-07-04,24231,25528,57,54693,101,15503,1966813,20360,41573,20360,19,42,62%,2,65,5168,13120,4465,39,101,54%,2.5,126,14492,2081,5760,3195,0,11,6,89,292,830,0,0%,0%,0%,0%,0%,555,553,0,2.17%,383,372,0,1.83%,172,168,0,3.25%,40078,32199,3870,3163,5628,4651,5117,500,39955,0.397,61%,2.1,77,0,,,,,,,,,,,,,,,,,,,,
2021-07-05,34683,37212,190,91140,359,20151,3866853,26942,60706,26942,64,120,56%,2.3,79,10270,30434,8651,139,359,49%,3,169,24290,479,8341,4102,0,12,7,268,493,1152,0,0%,0%,0%,0%,0%,1435,1430,0,3.84%,860,824,0,3.06%,575,560,0,5.45%,64122,50389,9344,7538,8917,7313,8757,500,63952,0.372,54%,2.4,104,0,,,,,,,,,,,,,,,,,,,,
2021-07-06,31361,33555,178,85565,204,17425,3619625,24044,56487,24044,65,204,54%,2.3,82,9511,29078,8155,124,153,46%,3.1,174,22547,239,7181,3588,0,13,7,246,463,1127,0,0%,0%,0%,0%,0%,1390,1387,0,4.13%,799,792,0,3.29%,591,590,0,6.2%,59616,46591,9129,7490,8215,6880,8605,500,59467,0.374,52%,2.5,108,0,,,,,,,,,,,,,,,,,,,,
2021-07-07,30406,32608,177,79754,221,17682,3527688,23418,51236,23418,61,103,57%,2.2,78,9190,28518,7772,130,221,47%,3.1,184,21483,328,7511,3285,1,12,6,221,474,1105,1,0%,0%,0%,0%,0%,799,798,0,2.45%,451,450,0,1.92%,348,348,0,3.79%,58245,44999,8605,7121,8197,6831,4707,500,58094,0.412,54%,2.4,108,0,,,,,,,,,,,,,,,,,,,,
2021-07-08,28604,30665,189,72397,138,17001,3175645,21960,46162,21960,76,120,59%,2.1,77,8705,26235,7446,129,138,46%,3,171,19943,221,7313,3188,0,12,7,233,475,1014,0,0%,0%,0%,0%,0%,1,1,0,0%,0,0,0,0%,1,1,0,0.01%,54272,42727,9327,7434,7995,6753,803,500,54079,0.506,55%,2.4,104,0,,,,,,,,,,,,,,,,,,,,
2021-07-09,26632,28341,145,62458,84,16079,2577778,20880,41239,20880,39,70,60%,2,67,7461,21219,6411,114,84,47%,2.8,159,19029,120,6561,2631,0,11,6,184,393,889,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,46991,37866,7628,6142,7082,6032,757,500,46834,0.456,57%,2.2,91,0,,,,,,,,,,,,,,,,,,,,
2021-07-10,18844,19752,43,40527,81,11919,1567039,15867,30500,15867,17,81,62%,1.9,67,3885,10027,3435,29,76,53%,2.6,129,13034,123,4556,2008,31,10,6,85,277,675,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,31073,25510,3861,3155,5275,4356,318,248,30952,0.459,60%,2.1,79,0,,,,,,,,,,,,,,,,,,,,
2021-07-11,18898,19861,52,41230,552,11948,1560117,15849,30174,15849,30,95,62%,1.9,64,4012,11056,3553,30,552,54%,2.8,135,13578,103,4284,1884,12,10,4,71,257,669,1,0%,0%,0%,0%,0%,1,1,0,0.01%,0,0,0,0%,1,1,0,0.02%,31631,25344,3958,3231,5285,4309,356,271,31474,0.468,60%,2.1,79,0,,,,,,,,,,,,,,,,,,,,
2021-07-12,46159,48520,177,99623,758,29701,3938090,38589,71010,38589,73,96,64%,1.8,61,9931,28613,8663,121,758,49%,2.9,161,33259,167,11358,3715,21,12,8,245,487,1087,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,76980,62290,10460,8735,11242,9576,941,500,76791,0.432,61%,2.1,81,0,,,,,,,,,,,,,,,,,,,,
2021-07-13,58261,61506,189,119924,789,38757,4558214,49464,89088,49464,83,153,65%,1.8,58,12042,30836,10546,116,789,53%,2.6,141,41486,142,15910,3966,2,13,7,351,459,1014,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,93899,76694,11867,9737,13266,11187,892,500,93683,0.405,63%,1.9,74,0,,,,,,,,,,,,,,,,,,,,
2021-07-14,36346,38100,80,73960,1493,24153,2879236,31102,55672,31102,37,76,65%,1.8,61,6998,18288,6227,45,1493,56%,2.6,142,25271,166,9771,2891,1,12,6,147,351,857,1,0%,0%,0%,0%,0%,1,1,0,0%,0,0,0,0%,1,1,0,0.01%,58441,47059,6515,5359,8527,7128,477,339,58241,0.448,63%,1.9,76,0,,,,,,,,,,,,,,,,,,,,
2021-07-15,42915,45409,170,94662,863,27337,3815366,34971,65860,34971,79,54,63%,1.9,63,10438,28802,9059,107,863,51%,2.8,153,30113,163,11082,4049,2,11,6,279,467,1058,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,73268,58919,10070,8138,10527,8950,797,500,73054,0.492,60%,2.1,84,0,,,,,,,,,,,,,,,,,,,,
2021-07-16,36208,38068,119,79600,1482,22795,3137597,29436,55398,29436,49,116,62%,1.9,63,8632,24202,7624,79,1482,51%,2.8,149,26462,196,8000,3405,5,13,7,233,417,964,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61398,49344,8846,7177,8736,7527,620,433,61220,0.448,60%,2.1,82,0,,,,,,,,,,,,,,,,,,,,
2021-07-17,25972,27197,67,53017,1489,17160,2012299,22125,40180,22125,38,55,64%,1.8,61,5072,12837,4526,31,1489,58%,2.5,129,18870,119,5925,2282,1,13,6,88,272,713,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,42188,33651,4226,3423,6319,5335,284,214,42059,0.478,63%,1.9,74,0,,,,,,,,,,,,,,,,,,,,
2021-07-18,24830,26015,67,51186,1492,16264,1856950,20848,37986,20848,31,67,64%,1.8,57,5167,13200,4607,39,1492,57%,2.6,131,18043,97,5454,2420,1,12,6,101,269,767,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,40583,32458,4243,3356,6023,5031,337,254,40432,0.499,63%,2,71,0,,,,,,,,,,,,,,,,,,,,
2021-07-19,40017,42473,158,93230,1085,24679,4052043,31976,62285,31976,55,116,61%,1.9,67,10497,30945,9034,117,1085,49%,2.9,182,29514,164,8640,4151,4,12,7,278,448,1077,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,71512,56203,10500,8283,10339,8743,879,500,71324,0.417,58%,2.2,95,0,,,,,,,,,,,,,,,,,,,,
2021-07-20,41102,43576,183,94204,1479,25601,3848571,32930,63743,32930,80,149,62%,1.9,65,10646,30461,9152,124,1479,50%,2.9,162,30422,189,8731,4234,0,12,8,301,444,1012,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,72778,57938,10495,8672,10082,8656,849,500,72595,0.458,59%,2.2,88,0,,,,,,,,,,,,,,,,,,,,
2021-07-21,44381,47083,189,101758,1486,27982,4225930,36236,70239,36236,81,1029,62%,1.9,63,10847,31519,9349,121,1486,50%,2.9,178,33160,143,9391,4389,0,11,7,267,454,1075,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,78329,61811,10688,8609,11929,9437,812,500,78098,0.433,59%,2.2,90,0,,,,,,,,,,,,,,,,,,,,
2021-07-22,40051,42543,167,92219,1501,24973,3889942,32298,62729,32298,59,99,61%,1.9,67,10245,29490,8727,116,1501,50%,2.9,169,29162,305,8737,4337,2,13,6,259,448,1093,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,71321,56328,10019,8187,10152,8692,727,475,71157,0.437,59%,2.2,91,0,,,,,,,,,,,,,,,,,,,,
2021-07-23,35846,37840,115,80158,1492,22258,3158881,29055,55727,29055,45,159,61%,1.9,65,8785,24431,7709,79,1492,52%,2.8,145,26409,445,7566,3418,2,10,6,235,441,1040,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61582,48764,8367,6717,9548,8048,661,466,61389,0.461,59%,2.1,83,0,,,,,,,,,,,,,,,,,,,,
2021-07-24,27958,29293,46,59997,1489,17405,2337999,24102,45187,24102,26,176,61%,1.9,61,5191,14810,4565,23,1489,54%,2.9,166,21040,178,5465,2610,0,12,6,114,271,754,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,46735,36636,4779,3891,8292,6842,191,141,46567,0.464,59%,2,80,0,,,,,,,,,,,,,,,,,,,,
2021-07-25,26138,27431,76,57399,1501,16053,2130207,22085,42748,22085,47,62,60%,1.9,63,5346,14651,4689,34,1501,53%,2.7,140,19221,212,5355,2643,0,12,5,105,280,824,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,44646,35174,5291,4241,7191,6002,271,211,44474,0.466,59%,2.1,78,0,,,,,,,,,,,,,,,,,,,,
2021-07-26,27992,29530,120,67279,1384,16887,2911273,22344,46425,22341,80,1384,60%,2.1,71,7186,20854,6231,59,880,48%,2.9,185,20785,158,5710,2877,0,12,7,192,373,822,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,51488,38549,7971,6212,7400,6226,420,318,33824,0.458,57%,2.3,99,2.33,7110,17179,16057.744,17073,44125.43,17046,204960.086,16868,8843.827,3071,10.879,3031,28852.357,12378,0.41,0.94,2.59,12.15,2.88,0
2021-07-27,35070,37370,140,89156,1426,20959,3755139,28433,62588,28428,123,360,59%,2.2,77,8937,26568,7568,57,1426,48%,3,174,26507,174,6954,3735,0,14,8,238,421,1017,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67867,49443,11223,8875,9399,7983,667,448,,,56%,2.4,100,1.29,15029.465,67557,53793.475,67550,19993.78,67527,189009.412,67188,19171.277,14416,40.765,14276,64209.11,49752,0.22,0.8,0.3,2.81,1.33,0
2021-07-28,32011,33930,133,81289,1089,19000,3277030,25733,57365,25726,86,349,58%,2.2,73,8197,23924,7040,61,1089,49%,2.9,169,24218,363,6149,3197,3,15,7,218,438,949,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62508,45066,9217,7400,8938,7603,626,430,,,56%,2.4,97,0.87,10538.618,62308,19289.364,62278,7711.32,62277,102384.541,61884,12627.476,13289,36.114,13186,39959.29,45870,0.17,0.31,0.12,1.65,0.95,0
2021-07-29,36215,38490,130,91729,1472,20432,3733518,29797,66376,29791,90,357,54%,2.2,78,8693,25353,7408,51,1472,49%,2.9,163,28066,733,6443,3246,2,13,6,224,415,874,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,69562,49923,8871,7031,12663,10951,633,419,,,53%,2.4,97,1.27,13962.039,69362,26024.435,69355,13241.304,69313,150551.709,68934,23617.286,16489,42.105,16366,65816.638,51636,0.2,0.38,0.19,2.18,1.43,0
2021-07-30,36192,38370,119,91044,1470,19497,3548416,30292,68043,30282,69,328,52%,2.2,77,8078,23001,7050,58,1470,46%,2.8,152,28795,505,5989,3080,1,13,7,210,416,822,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,67887,48791,7347,5917,15170,12968,640,469,,,51%,2.4,92,1.34,14994.998,67724,21859.324,67717,10124.216,67673,159771,67282,23969.421,17818,51.378,17676,68070.895,50981,0.22,0.32,0.15,2.37,1.35,0
2021-07-31,29441,30953,34,72159,1480,15368,2654658,25535,57357,25519,24,350,50%,2.2,75,5418,14802,4805,10,1480,47%,2.7,138,24307,214,4403,2027,2,13,4,98,237,547,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,53516,37417,3909,3156,14415,12207,319,251,,,50%,2.3,86,1.59,12009.586,53400,18569.978,53398,8829.287,53365,106092.583,53174,23834.619,14795,51.596,14635,64469.507,40461,0.22,0.35,0.17,2,1.61,0
2021-08-01,32944,34734,58,81859,1481,16507,2961186,28312,64482,28303,48,360,48%,2.3,74,6422,17377,5659,16,1481,45%,2.7,137,27448,131,4996,2159,0,13,6,126,269,577,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59760,42047,4319,3430,17368,14642,412,320,,,48%,2.4,85,1.62,14627.274,59623,20056.687,59622,15322.951,59566,121911.232,59386,25571.643,17829,67.194,17668,74111.968,45615,0.25,0.34,0.26,2.05,1.43,0
2021-08-02,34071,36072,112,87119,1480,19347,3575020,27913,63018,27903,75,375,55%,2.3,76,8159,24101,7080,50,1480,48%,3,179,26810,147,6182,2931,2,15,9,221,440,817,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,65578,47220,8824,7110,11997,9909,720,500,,,54%,2.4,99,1.07,11827.134,65425,20009.342,65372,10788.014,65370,128106.747,64975,17545.689,15274,43.894,15155,51946.733,48595,0.18,0.31,0.17,1.97,1.15,0
2021-08-03,31296,33085,140,80789,1272,17714,3266318,25326,57765,25320,90,343,56%,2.3,77,7759,23024,6769,60,1272,47%,3,170,24318,96,5803,2868,0,15,8,238,442,818,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60758,43476,8738,6897,10507,8911,786,500,,,54%,2.4,99,1.12,11739.991,60609,21694.803,60598,12529.476,60556,120275.658,60119,15752.146,14010,42.142,13905,50586.638,44966,0.19,0.36,0.21,2,1.12,0
2021-08-04,31194,33072,140,80683,551,17744,3274647,25144,57174,25139,80,338,56%,2.3,77,7928,23509,6857,71,551,46%,3,169,23994,159,5995,2923,1,13,7,221,432,786,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60502,43997,9459,7376,9892,8462,830,500,,,54%,2.4,99,1.05,11377.909,60282,18642.954,60271,8594.624,60233,106968.812,59816,16530.41,14001,38.821,13915,46917.43,44753,0.19,0.31,0.14,1.79,1.18,0
2021-08-05,28336,29950,126,72057,334,15994,2913775,22856,52495,22853,66,334,56%,2.3,79,7094,19562,6225,68,140,46%,2.8,156,21833,158,5361,2595,3,13,6,193,428,747,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,54385,39704,7812,6290,9194,7883,666,455,,,53%,2.4,97,1.18,10592.328,54280,19642.227,54263,11079.586,54235,98366.429,53847,15879.901,12728,35.275,12601,47703.747,40325,0.2,0.36,0.2,1.83,1.25,0
