date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site
2020-03-12,32229,34444,128,95647,141,17738,4244062,26923,70765,26921,48,77,53%,2.6,103,7521,24882,6410,91,141,45%,3.3,196,23928,261,7718,2537,0,14,4,812,443,821,0,0%,0%,0%,0%,0%,1743,1722,0,5%,1177,1166,0,4.33%,566,556,0,7.39%,65417,49199,11688,8805,7252,6037,11290,500,64701,0.533,51%,2.8,123
2020-03-13,24726,26427,98,71825,126,14384,3138524,20450,52238,20450,36,104,56%,2.6,98,5977,19587,5109,67,126,49%,3.3,189,17760,305,6692,1670,0,13,5,602,384,639,0,0%,0%,0%,0%,0%,1222,1200,0,4.54%,774,763,0,3.73%,448,437,0,7.31%,50009,37949,8636,6512,5239,4423,7941,500,49424,0.545,54%,2.7,119
2020-03-14,18037,19073,60,45051,88,10863,1698979,16045,36005,16002,28,88,58%,2.2,76,3028,9046,2611,36,85,52%,3,156,13192,397,4400,1084,0,12,6,382,264,440,0,0%,0%,0%,0%,0%,584,576,0,3.02%,437,432,0,2.69%,147,144,0,4.76%,32487,24763,3775,3114,4303,3576,4486,500,31960,0.51,57%,2.4,89
2020-03-15,51512,54083,58,117999,109,30655,3733644,48763,103191,48761,26,62,57%,2.1,61,5320,14808,4690,39,109,50%,2.8,140,45459,265,7090,1269,0,15,7,674,278,603,0,0%,0%,0%,0%,0%,747,734,0,1.36%,572,565,0,1.16%,175,169,0,3.18%,91385,69917,5096,4045,5298,4595,16220,500,90045,0.497,57%,2.2,69
2020-03-16,42709,44934,95,105076,217,25150,3655410,38117,85246,38115,42,217,57%,2.2,65,6817,19830,5738,62,133,50%,2.9,171,33735,151,9402,1644,2,15,6,810,362,765,1,0%,0%,0%,0%,0%,1144,1126,0,2.51%,769,760,0,1.99%,375,366,0,5.37%,79012,60415,7104,5664,5628,4913,13332,500,78223,0.431,56%,2.3,81
2020-03-17,55767,58893,84,132439,322,35600,4897034,51243,108720,51240,44,322,62%,2.1,69,7650,23719,6319,52,252,52%,3.1,179,34241,252,21952,2448,0,14,8,1600,411,1033,0,0%,0%,0%,0%,0%,1984,1961,0,3.33%,1485,1472,0,2.87%,499,489,0,6.39%,99041,77695,13518,10214,8911,7635,10969,500,98286,0.333,60%,2.2,83
2020-03-18,41046,43861,65,109878,132,20854,4705687,36314,85576,36307,31,99,48%,2.4,89,7547,24302,6218,46,132,48%,3.2,194,31781,309,9756,2015,0,19,6,1040,383,871,0,0%,0%,0%,0%,0%,3003,2976,0,6.79%,2385,2371,0,6.53%,618,605,0,8.02%,74638,57336,19469,14885,7947,6933,7824,500,73997,0.345,48%,2.5,107
2020-03-19,31799,34185,99,90001,132,16838,3995015,26875,66203,26871,52,97,50%,2.5,95,7310,23798,6068,60,132,46%,3.3,198,23453,521,8401,1810,0,12,7,1071,392,694,0,0%,0%,0%,0%,0%,2298,2276,0,6.66%,1675,1665,0,6.2%,623,611,0,8.36%,62024,47014,14027,10990,6534,5720,7416,500,61438,0.345,49%,2.6,117
2020-03-20,28887,31086,86,81074,138,16361,3644710,24292,58446,24287,44,133,54%,2.4,93,6794,22628,5608,55,138,47%,3.3,204,20394,721,7954,2017,0,14,7,1008,382,670,0,0%,0%,0%,0%,0%,1942,1928,0,6.2%,1405,1397,0,5.75%,537,531,0,7.82%,56447,43211,11718,9151,5827,5070,7082,500,55899,0.361,53%,2.6,117
2020-03-21,22590,24037,58,58965,183,12840,2382661,19543,44499,19521,33,165,55%,2.3,81,4494,14466,3763,34,183,48%,3.2,179,15757,648,5845,1786,1,20,6,896,287,526,1,0%,0%,0%,0%,0%,1332,1322,0,5.5%,1016,1011,0,5.17%,316,311,0,6.92%,41874,31846,8432,6624,4527,3938,4132,500,41430,0.346,53%,2.5,99
2020-03-22,20133,21523,59,55251,208,11678,2331200,17051,40187,17049,26,143,56%,2.4,86,4472,15064,3744,37,208,46%,3.4,194,13721,366,5809,1627,0,16,7,705,330,586,0,0%,0%,0%,0%,0%,1172,1156,0,5.37%,851,843,0,4.94%,321,313,0,7%,39738,29976,7152,5756,4298,3700,4063,500,39220,0.353,54%,2.6,108
2020-03-23,31652,34337,113,91618,140,18462,4180016,26424,64554,26420,45,105,56%,2.4,94,7913,27064,6353,82,140,46%,3.4,215,20230,2285,8638,3182,2,15,7,974,432,860,2,0%,0%,0%,0%,0%,1911,1886,0,5.49%,1296,1281,0,4.85%,615,605,0,7.65%,65173,49119,12378,9872,6860,5899,7207,500,64575,0.352,54%,2.7,122
2020-03-24,36906,39814,116,107204,106,20579,4598903,31276,77912,31273,45,104,54%,2.5,91,8538,29292,6956,87,106,45%,3.4,205,23262,2881,10272,3399,0,15,7,1126,492,939,0,0%,0%,0%,0%,0%,2136,2110,0,5.3%,1447,1436,0,4.59%,689,674,0,7.89%,75490,56581,15214,12105,9008,7664,7492,500,74744,0.328,52%,2.7,116
2020-03-25,43254,46239,131,120462,194,21663,5234297,36894,89763,36888,47,194,47%,2.4,91,9345,30699,7730,101,86,45%,3.3,202,30930,1074,10895,3340,0,17,6,2067,507,1254,0,0%,0%,0%,0%,0%,2706,2684,0,5.8%,1991,1982,0,5.37%,715,702,0,7.51%,82366,62664,21486,16975,9370,7902,7240,500,81612,0.348,47%,2.6,113
2020-03-26,40749,44028,162,120030,193,22413,5001142,34426,87407,34424,81,150,53%,2.5,88,9602,32623,7830,100,193,45%,3.4,206,29524,716,10744,3042,2,18,6,1119,488,979,2,0%,0%,0%,0%,0%,1958,1921,0,4.36%,1217,1200,0,3.49%,741,721,0,7.51%,83569,61411,12108,9616,16317,11735,8036,500,82892,0.339,51%,2.7,114
2020-03-27,44180,47533,209,133532,108,23783,5633879,37806,100306,37802,129,108,51%,2.7,97,9727,33226,7928,102,98,45%,3.4,203,24649,688,10212,11984,0,15,7,892,476,918,0,0%,0%,0%,0%,0%,2189,2162,0,4.55%,1495,1483,0,3.92%,694,679,0,6.98%,96320,70139,12419,10031,14444,11815,10349,500,95346,0.311,50%,2.8,119
2020-03-28,57029,60913,175,182983,91,27403,7009545,51247,150296,51169,107,73,45%,2.9,103,9666,32687,8096,91,91,45%,3.4,177,29281,821,9672,21139,0,14,7,754,371,722,0,0%,0%,0%,0%,0%,1981,1969,0,3.23%,1461,1454,0,2.84%,520,515,0,5.33%,131582,92825,11024,8891,27928,21776,12448,500,129643,0.283,45%,3,115
2020-03-29,58232,62443,164,185997,94,28605,7233116,50231,143350,50217,84,94,46%,2.9,103,12212,42647,10248,99,87,44%,3.5,167,30485,1665,10911,19381,1,18,6,801,415,826,1,0%,0%,0%,0%,0%,1933,1914,0,3.07%,1427,1296,0,2.58%,506,455,0,3.73%,135704,95952,12010,9684,28300,22075,9983,500,133972,0.291,46%,3,116
2020-03-30,61277,66547,194,195919,141,31766,8185718,50088,137267,50075,85,141,49%,2.7,101,16459,58652,13597,132,129,43%,3.6,190,33316,1344,13096,18791,0,14,6,1088,559,1098,0,0%,0%,0%,0%,0%,2601,2576,0,3.87%,1729,1715,0,3.42%,872,861,0,5.23%,140772,101357,19662,15354,24010,18553,11475,500,139260,0.851,48%,2.9,123
2020-03-31,51960,56477,210,170693,197,27534,7583000,40934,110753,40917,87,197,51%,2.7,102,15543,59940,12789,146,170,42%,3.9,219,27758,1431,12119,15169,0,16,7,1068,567,1068,0,0%,0%,0%,0%,0%,2597,2575,0,4.56%,1645,1534,0,3.75%,952,890,0,5.73%,124781,88563,17715,14174,16801,13538,11396,500,123574,0.307,49%,3,134
2020-04-01,49591,54173,226,156775,1105,25899,6916959,38706,101723,38695,92,98,50%,2.6,100,15467,55052,12619,158,1105,41%,3.6,196,25783,641,12177,15572,0,16,7,1099,542,1088,0,0%,0%,0%,0%,0%,2235,2207,0,4.07%,1356,1346,0,3.48%,879,861,0,5.57%,115253,84664,15333,12406,16059,13285,10130,500,114093,0.313,48%,2.9,128
2020-04-02,49482,53797,225,151957,208,25942,6497858,38504,99408,38483,96,103,51%,2.6,94,15293,52549,12589,152,208,41%,3.4,188,26139,571,13184,13898,5,17,7,1001,502,1060,1,0%,0%,0%,0%,0%,2128,2089,0,3.88%,1296,1183,0,3.07%,832,746,0,4.88%,111309,82966,15160,11882,15627,13003,9861,500,110055,0.313,48%,2.8,121
2020-04-03,48203,52341,180,145479,124,25691,6184050,37478,94354,37469,63,124,52%,2.5,91,14863,51125,12250,134,96,42%,3.4,187,27862,813,11870,11755,41,14,6,1021,493,945,1,0%,0%,0%,0%,0%,1877,1848,0,3.53%,1135,1122,0,2.99%,742,726,0,4.88%,106288,79390,14727,11489,14796,12378,9668,500,105169,0.337,49%,2.8,118
2020-04-04,36567,39422,139,107116,139,19463,4262761,28772,71769,28743,51,139,52%,2.5,86,10650,35347,8935,96,108,42%,3.3,167,20824,660,8913,9019,6,15,7,629,365,719,2,0%,0%,0%,0%,0%,1173,1158,0,2.94%,743,681,0,2.37%,430,386,0,3.62%,79413,59365,9476,7297,12124,10117,6103,500,78311,0.306,49%,2.7,108
2020-04-05,36823,39860,159,111268,115,19021,4529064,28514,72715,28511,67,115,51%,2.6,89,11346,38553,9470,116,84,41%,3.4,176,20154,616,9388,9702,0,14,6,629,354,682,0,0%,0%,0%,0%,0%,1241,1225,0,3.07%,786,780,0,2.74%,455,445,0,3.92%,82658,61185,8981,7080,12625,10476,7004,500,81622,0.303,48%,2.8,114
2020-04-06,46527,50722,229,141839,154,24780,6257561,35528,90460,35517,93,94,52%,2.5,96,15194,51379,12498,162,154,41%,3.4,186,26207,631,12817,11065,2,17,7,1018,560,1100,1,0%,0%,0%,0%,0%,2051,2031,0,4%,1306,1271,0,3.58%,745,719,0,4.73%,104253,78121,14249,11395,13666,11528,9671,500,103253,0.329,49%,2.8,123
2020-04-07,43057,46788,191,129804,205,23149,5720270,32578,82085,32575,78,99,53%,2.5,96,14210,47719,11821,136,205,42%,3.4,183,24224,530,11829,10203,2,15,6,977,552,1016,2,0%,0%,0%,0%,0%,1825,1790,0,3.83%,1086,1067,0,3.28%,739,723,0,5.09%,94750,71587,13532,10876,12628,10660,8894,500,93892,0.323,49%,2.8,122
2020-04-08,39969,43583,195,124646,256,21093,5569348,30095,77200,30086,63,133,52%,2.6,98,13488,47446,11172,149,256,41%,3.5,194,23605,419,10896,8662,1,15,6,905,535,1015,1,0%,0%,0%,0%,0%,1931,1909,0,4.38%,1175,1109,0,3.68%,756,712,0,5.28%,90720,67549,12364,10051,12643,10595,8919,500,89861,0.326,48%,2.9,128
2020-04-09,37557,41016,180,117034,231,19942,5265672,27977,72637,27967,63,217,52%,2.6,98,13039,44397,10760,132,231,41%,3.4,194,23117,286,10354,7257,2,17,6,901,462,916,1,0%,0%,0%,0%,0%,1793,1766,0,4.31%,1096,1058,0,3.78%,697,671,0,5.15%,84495,63209,12384,10098,11691,9835,8464,500,83748,0.332,49%,2.9,128
2020-04-10,36144,39576,184,106073,286,19608,4654025,27197,66046,27192,65,113,53%,2.4,88,12379,40027,10038,140,286,42%,3.2,183,22074,405,10172,6924,1,16,6,808,484,915,1,0%,0%,0%,0%,0%,1569,1549,0,3.91%,901,875,0,3.22%,668,644,0,5.2%,76835,57878,10743,8825,11215,9324,7280,500,76060,0.335,50%,2.7,118
2020-04-11,28429,30648,110,81269,120,15351,3339056,21848,52697,21838,33,85,53%,2.4,86,8800,28572,7376,82,120,42%,3.2,167,16523,416,7674,6035,0,13,7,581,339,657,0,0%,0%,0%,0%,0%,983,973,0,3.17%,633,613,0,2.81%,350,335,0,3.81%,59467,44537,6840,5602,9799,8119,5163,500,58738,0.335,50%,2.7,109
2020-04-12,26721,28872,107,79656,97,14050,3470066,20218,51320,20214,41,97,52%,2.5,97,8654,28336,7249,74,71,42%,3.3,174,15894,619,7221,5138,0,15,4,616,327,670,0,0%,0%,0%,0%,0%,998,989,0,3.43%,658,589,0,2.91%,340,316,0,3.65%,57502,42516,6985,5694,9600,7884,5569,500,56805,0.348,49%,2.8,120
2020-04-13,31995,34720,138,97456,597,16666,4252550,24413,62365,24411,44,597,51%,2.6,96,10307,35091,8544,105,142,40%,3.4,186,19332,1395,8458,5535,0,14,6,795,406,768,0,0%,0%,0%,0%,0%,1342,1317,0,3.79%,836,823,0,3.37%,506,494,0,4.79%,70311,52332,9144,7579,11118,9192,6883,500,69457,0.345,48%,2.8,122
2020-04-14,39366,42890,175,114992,248,21632,5084409,30064,72869,30042,55,150,54%,2.4,89,12826,42123,10613,137,248,43%,3.3,187,23195,1145,11828,6722,0,15,6,994,511,997,0,0%,0%,0%,0%,0%,1780,1760,0,4.1%,1043,1019,0,3.39%,737,706,0,5.5%,82652,62568,12050,9992,12002,10070,8288,500,81923,0.357,50%,2.7,119
2020-04-15,37697,41549,183,119964,208,20472,5861851,28099,70843,28080,69,79,53%,2.5,95,13450,49121,10858,134,208,41%,3.7,237,22272,696,11099,7482,0,14,6,907,507,1139,0,0%,0%,0%,0%,0%,1725,1699,0,4.09%,1030,1000,0,3.56%,695,666,0,4.95%,87635,62680,11763,9646,11841,9808,8720,500,86857,0.334,49%,2.9,141
2020-04-16,35995,40291,192,115046,165,19574,5537984,26321,66047,26316,62,154,53%,2.5,96,13970,48999,10797,152,165,41%,3.5,216,22059,501,10915,6816,0,13,7,860,506,989,0,0%,0%,0%,0%,0%,1752,1725,0,4.28%,1011,1001,0,3.8%,741,724,0,5.18%,82864,60998,12023,9808,11609,9709,8550,500,82098,0.339,49%,2.9,137
2020-04-17,32642,35982,179,100693,267,17555,4512624,23952,60789,23942,66,73,52%,2.5,98,12030,39904,9744,140,267,42%,3.3,179,20276,317,9823,5566,0,14,7,868,484,935,0,0%,0%,0%,0%,0%,1527,1504,0,4.18%,951,914,0,3.82%,576,556,0,4.62%,71983,53970,10959,9122,9982,8457,7769,500,71290,0.347,49%,2.8,125
2020-04-18,25778,28110,110,76294,334,14284,3191860,19429,48968,19421,33,334,54%,2.5,91,8681,27326,7174,81,133,44%,3.1,164,15519,473,7997,4121,0,16,7,619,368,690,0,0%,0%,0%,0%,0%,1049,1034,0,3.68%,658,651,0,3.35%,391,383,0,4.41%,55127,41006,7471,6200,8046,6699,5650,500,54494,0.343,51%,2.7,114
2020-04-19,27390,29821,112,83109,162,14831,3591376,20911,52432,20905,39,162,53%,2.5,93,8910,30677,7312,82,93,42%,3.4,184,17332,437,7917,4135,0,14,6,747,382,726,0,0%,0%,0%,0%,0%,1133,1118,0,3.75%,714,707,0,3.38%,419,411,0,4.61%,59723,44177,8090,6554,9166,7498,6130,500,59004,0.344,50%,2.8,120
2020-04-20,34641,37876,196,107627,442,18691,5061772,25843,66868,25833,68,442,53%,2.6,101,12033,40759,9898,147,286,41%,3.4,204,22673,283,9929,4991,0,13,9,1059,523,990,0,0%,0%,0%,0%,0%,1764,1734,0,4.58%,1055,991,0,3.83%,709,659,0,5.48%,76616,57137,12246,9965,9930,8414,8835,500,76014,0.348,49%,2.8,134
2020-04-21,37371,40532,175,115033,156,20522,5204839,28387,72729,28380,63,156,54%,2.6,101,12145,42304,10201,128,136,43%,3.5,192,23475,431,10218,6408,0,17,8,970,512,1058,0,0%,0%,0%,0%,0%,1865,1828,0,4.51%,1113,1094,0,3.85%,752,734,0,6.04%,83063,62496,12387,10275,9590,7984,9993,500,82335,0.352,51%,2.8,128
2020-04-22,38689,41940,161,117783,214,22019,5327117,29680,75334,29669,51,147,56%,2.5,99,12260,42449,10294,120,214,44%,3.5,195,22759,386,10582,8213,0,14,7,925,487,1021,0,0%,0%,0%,0%,0%,1860,1821,0,4.34%,1073,1051,0,3.54%,787,770,0,6.28%,85338,64129,11708,9869,9576,7989,11148,500,84520,0.42,53%,2.8,127
2020-04-23,53211,56611,165,151990,1231,27444,6021143,43948,108429,43932,62,117,50%,2.5,85,12663,43561,10760,116,1231,44%,3.4,180,35594,724,13723,6569,1,15,9,1002,458,968,1,0%,0%,0%,0%,0%,1836,1804,0,3.19%,1145,1126,0,2.56%,691,678,0,5.35%,107027,76419,11711,9921,23162,17043,9950,500,106366,0.325,48%,2.7,106
2020-04-24,30282,32877,121,88901,766,17138,4006782,22599,54437,22593,29,133,55%,2.4,94,10278,34464,8608,102,766,45%,3.4,183,19149,446,9291,3991,0,15,7,913,478,890,0,0%,0%,0%,0%,0%,1461,1436,0,4.37%,866,819,0,3.62%,595,563,0,5.48%,63784,47199,9961,8384,7984,6685,7103,500,63215,0.354,52%,2.7,122
2020-04-25,25229,27142,94,71005,216,14521,3089987,19588,46168,19588,38,152,57%,2.4,88,7554,24837,6403,62,216,44%,3.3,180,14237,2741,7061,3103,0,14,6,603,363,683,0,0%,0%,0%,0%,0%,1098,1083,0,3.99%,750,713,0,3.64%,348,326,0,4.32%,51197,38656,6972,6001,6903,5588,5932,500,50720,0.34,54%,2.6,114
2020-04-26,25721,27763,104,75155,1564,14276,3180314,19809,48973,19809,32,1564,54%,2.5,94,7954,26182,6692,82,645,44%,3.3,167,15438,1610,7303,3412,0,15,6,676,374,749,0,0%,0%,0%,0%,0%,1039,1024,0,3.69%,683,658,0,3.32%,356,335,0,4.21%,54256,41133,7498,6368,7490,6128,5835,500,53693,0.354,51%,2.7,115
2020-04-27,33223,36098,151,99021,1727,18394,4624652,24863,62293,24863,44,1727,54%,2.5,101,11235,36728,9443,120,124,44%,3.3,188,21574,719,9290,4515,0,15,6,1084,511,980,0,0%,0%,0%,0%,0%,1778,1758,0,4.87%,1102,1032,0,4.15%,676,635,0,5.65%,70740,54309,11441,9686,8435,7046,8332,500,70111,0.396,51%,2.7,128
2020-04-28,49597,52924,165,136839,190,26558,5766554,40048,94968,40048,52,146,52%,2.4,85,12876,41871,10889,131,190,43%,3.3,182,35604,788,10437,6094,1,15,5,1336,522,1061,1,0%,0%,0%,0%,0%,1973,1949,0,3.68%,1267,1226,0,3.06%,706,671,0,5.21%,97633,74033,13156,10830,16441,13254,9415,500,96835,0.383,50%,2.6,109
2020-04-29,57638,61790,202,166649,121,29839,6643765,47154,119464,47154,78,105,50%,2.5,83,14636,47185,12253,140,121,43%,3.2,187,38425,4469,11261,7635,0,15,7,1443,525,1165,0,0%,0%,0%,0%,0%,2012,1978,0,3.2%,1222,1177,0,2.5%,790,750,0,5.12%,114885,86059,13378,11159,24199,16987,14107,500,113939,0.363,48%,2.7,108
2020-04-30,73510,78211,190,213319,118,37884,8277548,61549,161002,61549,83,118,50%,2.6,90,16662,52317,14293,122,95,44%,3.1,165,45158,1715,23366,7972,0,16,9,1637,498,1093,0,0%,0%,0%,0%,0%,1955,1940,0,2.48%,1248,1154,0,1.87%,707,652,0,3.91%,158808,119206,13178,11096,25922,20345,15368,500,157456,0.334,48%,2.7,106
2020-05-01,66164,71474,167,218870,1265,31820,8875758,54192,161320,54192,67,97,44%,3,110,17282,57550,14676,116,1265,45%,3.3,168,37905,1826,20642,11101,0,18,10,1165,452,1035,0,0%,0%,0%,0%,0%,1968,1947,0,2.72%,1322,1263,0,2.33%,646,608,0,3.52%,169040,121460,12769,10755,24885,20864,12176,500,167408,0.341,45%,3.1,124
2020-05-02,15200,15724,63,46790,122,7461,1825580,11317,31847,11317,24,122,49%,2.8,96,4407,14943,4142,44,105,45%,3.4,168,7790,943,4315,2676,0,15,6,315,216,421,0,0%,0%,0%,0%,0%,471,464,0,2.95%,308,305,0,2.7%,163,159,0,3.61%,35237,25996,3698,3115,5178,4399,2677,500,34919,0.349,47%,3,116
2020-05-03,7071,7165,17,18495,217,3533,596793,5461,13134,5461,6,42,50%,2.4,68,1704,5361,1662,13,217,46%,3.1,131,3378,804,1786,1197,0,9,6,99,111,203,0,0%,0%,0%,0%,0%,190,189,0,2.64%,126,125,0,2.29%,64,64,0,3.76%,14010,10591,1218,1033,2350,1968,917,500,13857,0.336,49%,2.6,83
2020-05-04,60083,64443,183,169075,153,31728,6613987,47415,113980,47415,63,118,51%,2.4,79,17028,55095,14373,134,153,43%,3.2,167,35168,6693,14029,8553,0,13,8,1224,543,1123,0,0%,0%,0%,0%,0%,2128,2097,0,3.25%,1291,1274,0,2.69%,837,823,0,4.83%,123957,93464,13951,11819,21118,17586,10034,500,123081,0.34,49%,2.6,103
2020-05-05,57637,61731,193,159400,192,31130,6225396,44658,104180,44658,58,192,53%,2.3,76,17073,55220,14472,146,185,43%,3.2,165,34077,6954,12639,8061,0,16,7,1356,560,1162,0,0%,0%,0%,0%,0%,2236,2204,0,3.57%,1325,1285,0,2.88%,911,864,0,5.06%,116427,88353,14607,12377,18793,15686,9560,500,115562,0.355,50%,2.6,101
2020-05-06,53453,57163,181,143151,175,29328,5668381,40591,92204,40591,58,175,54%,2.3,74,16572,50947,14227,143,135,44%,3.1,161,32012,4785,11659,8707,0,16,6,1286,535,1231,0,0%,0%,0%,0%,0%,2065,2044,0,3.58%,1245,1240,0,3.05%,820,804,0,4.85%,104350,79939,13096,11039,17377,14300,8328,500,103604,0.355,51%,2.5,99
2020-05-07,50293,53718,170,136311,1698,28037,5238908,38531,88524,38531,49,310,55%,2.3,74,15187,47787,13033,136,1698,45%,3.1,158,33682,2083,10878,6984,91,17,6,1489,523,1114,1,0%,0%,0%,0%,0%,2012,1984,0,3.69%,1200,1186,0,3.08%,812,798,0,5.25%,98807,74380,12789,10730,16197,12916,8511,500,98117,0.31,52%,2.5,98
2020-05-08,58705,62126,125,182716,240,22041,6773720,49071,140820,49071,47,158,34%,2.9,96,13055,41896,11320,86,240,40%,3.2,160,46254,1006,9887,4956,23,15,8,1024,469,1026,1,0%,0%,0%,0%,0%,1465,1438,0,2.31%,910,903,0,1.84%,555,535,0,4.1%,121750,84777,10112,8418,33874,26621,16980,500,120463,0.294,35%,2.9,109
2020-05-09,76405,80520,119,240763,112,25627,8529935,66033,194973,66033,61,75,30%,3,97,14487,45790,12718,73,112,39%,3.2,149,62916,1405,11535,4657,7,16,8,1035,429,987,2,0%,0%,0%,0%,0%,1273,1258,0,1.56%,774,769,0,1.16%,499,489,0,3.38%,159106,107978,8846,7411,49274,39409,23537,500,157468,0.271,32%,3,106
2020-05-10,128894,134148,155,395848,118,45593,12768514,115116,336676,115116,76,89,33%,2.9,88,19032,59172,16923,85,118,39%,3.1,138,111769,2660,14911,4804,4,16,6,1195,463,1072,1,0%,1%,0%,0%,0%,1581,1561,0,1.16%,1051,1007,0,0.87%,530,498,0,2.62%,265853,177053,10143,8507,81754,63865,38098,500,263490,0.281,34%,3,95
2020-05-11,145194,152836,228,471073,552,51778,15653562,128314,393886,128314,99,227,33%,3.1,96,24522,77187,21676,152,552,40%,3.1,138,126646,1876,19075,5235,4,18,7,1517,609,1375,1,0%,1%,0%,0%,0%,1964,1940,0,1.27%,1204,1149,0,0.9%,760,719,0,2.93%,310552,206787,12789,10764,99473,72219,48250,500,307596,0.589,34%,3.1,102
2020-05-12,84436,89174,175,263442,144,30210,9345202,69588,201898,69588,69,124,33%,2.9,93,19586,61544,17214,123,144,39%,3.1,147,66815,1214,13404,7741,0,16,8,1304,577,1366,0,0%,0%,0%,0%,0%,2048,2018,0,2.26%,1184,1083,0,1.56%,864,790,0,4.03%,174469,121594,12617,10710,50512,40064,25844,500,173091,0.283,34%,3,105
2020-05-13,68889,73199,165,220104,141,25463,8325812,54819,160792,54819,49,141,33%,2.9,99,18380,59312,16039,124,120,39%,3.2,159,52487,618,13163,6931,0,19,9,1379,585,1278,0,0%,0%,0%,0%,0%,2143,2113,0,2.89%,1310,1214,0,2.21%,833,758,0,4.12%,146687,102753,13357,11159,40797,32009,19235,500,145683,0.3,35%,3,114
2020-05-14,62341,66933,182,205551,756,23058,8247936,48500,140887,48500,63,79,33%,2.9,97,18433,64664,15621,134,756,37%,3.5,191,48204,505,12069,6155,0,15,6,1364,562,1186,0,0%,0%,0%,0%,0%,2135,2117,0,3.16%,1197,1120,0,2.31%,938,858,0,4.65%,137510,94869,13378,11214,36835,28396,17828,500,136553,0.3,34%,3.1,123
2020-05-15,54820,59092,158,178296,4944,21031,6668076,42119,119788,42119,50,1283,34%,2.8,93,16973,58508,14156,122,4944,39%,3.4,162,41660,432,10603,6396,1,15,7,1260,552,1208,1,0%,0%,0%,0%,0%,1694,1675,0,2.83%,954,947,0,2.25%,740,728,0,4.29%,120869,81117,10698,9096,31615,24776,15114,500,120111,0.3,36%,3,113
2020-05-16,44990,47974,102,137034,121,17605,4865538,34736,96255,34736,37,121,36%,2.8,89,13238,40779,11451,73,58,38%,3.1,134,32366,301,9530,5777,0,16,6,866,403,871,0,0%,0%,0%,0%,0%,1321,1309,0,2.73%,858,854,0,2.46%,463,455,0,3.44%,92311,65573,9223,6918,24645,19374,10855,500,91589,0.298,37%,2.9,101
2020-05-17,40823,43459,96,123954,119,16755,4414142,31458,85745,31458,33,91,39%,2.7,87,12001,38209,10444,72,119,38%,3.2,140,29238,825,8510,4886,0,14,8,790,384,822,0,0%,0%,0%,0%,0%,1230,1219,0,2.8%,721,716,0,2.28%,509,503,0,4.19%,83035,58908,8471,6962,21622,16889,10792,500,82434,0.312,39%,2.9,102
2020-05-18,66115,71511,190,248175,603,25340,9860811,52985,184270,52985,64,127,34%,3.5,128,18526,63905,16000,146,603,40%,3.4,166,46233,445,17372,7459,2,19,6,1265,572,1277,1,0%,0%,0%,0%,0%,2787,2766,0,3.87%,1770,1638,0,3.09%,1017,925,0,4.99%,173814,124397,18180,15098,34171,27663,22009,500,172526,0.311,35%,3.5,138
2020-05-19,78997,85720,205,324091,243,27469,12356285,62666,233932,62666,81,174,30%,3.7,133,23054,90159,19819,142,243,37%,3.9,174,59530,552,18306,7332,0,16,7,1286,560,1226,0,0%,0%,0%,0%,0%,7987,7961,0,9.29%,5933,5830,0,9.3%,2054,1994,0,8.65%,209366,145910,31117,23683,35852,28983,47742,500,207768,0.558,32%,3.8,144
2020-05-20,63260,67317,156,207110,271,22931,7234858,49047,143330,49047,48,143,33%,2.9,92,18270,63780,15935,124,271,37%,3.5,150,47892,276,11703,7443,3,16,7,1238,520,1028,1,0%,0%,0%,0%,0%,1637,1611,0,2.39%,939,886,0,1.81%,698,646,0,3.54%,138504,97590,9773,8298,37885,30120,20948,500,137672,0.287,34%,3.1,107
